ElapsedTime	Mode0	Mode1	Acce0	Acce1	Acce2	Gyro0	Gyro1	Gyro2	Step
5905	Stop	Typing	-0.2873	9.8381	1.4126	-0.0185	0.0234	-0.0030	0.0
5905	Stop	Typing	-0.0694	9.7447	1.0678	0.0072	0.0014	0.0269	0.0
5905	Stop	Typing	-0.0192	9.7447	1.0942	0.0004	-0.0267	0.0043	0.0
124	Stop	Typing	-0.0742	9.7208	1.1277	-0.0093	-0.0383	0.0135	0.0
157	Stop	Typing	-0.0694	9.7615	1.0990	0.0023	0.0216	0.0013	0.0
231	Stop	Typing	0.0359	9.8189	1.0702	-0.0179	-0.0352	-0.0006	0.0
303	Stop	Typing	-0.0934	9.7471	1.1349	-0.0154	0.0619	0.0184	0.0
353	Stop	Typing	-0.1700	9.9027	1.2163	-0.0161	0.0521	0.0086	0.0
420	Stop	Typing	0.1077	9.6920	1.0918	-0.0344	0.0210	0.0709	0.0
487	Stop	Typing	0.3065	9.5244	1.4174	-0.0142	-0.0438	0.0318	0.0
536	Stop	Typing	0.1508	9.6801	1.1660	0.0157	0.0613	-0.0060	0.0
603	Stop	Typing	0.2634	9.6968	0.9098	-0.0051	0.0136	-0.0115	0.0
653	Stop	Typing	-0.1173	9.5603	1.6018	-0.0057	0.1780	-0.0513	0.0
719	Stop	Typing	-0.0335	9.6657	1.0559	-0.0161	0.1040	-0.0506	0.0
786	Stop	Typing	-0.6273	10.0847	1.5084	-0.0069	0.0503	-0.0189	0.0
835	Stop	Typing	0.1365	9.6106	1.1756	-0.0075	-0.0652	0.0618	0.0
905	Stop	Typing	-0.4046	9.8333	1.4270	-0.0136	0.0063	0.0098	0.0
951	Stop	Typing	-0.1891	9.9961	1.1373	-0.0393	-0.0352	0.0031	0.0
1017	Stop	Typing	-0.3496	9.8620	1.1876	-0.0179	0.0216	0.0068	0.0
1083	Stop	Typing	0.3951	9.5843	1.5036	-0.0735	-0.0077	0.1283	0.0
1139	Stop	Typing	0.1987	9.6896	0.9793	-0.1095	0.0222	0.0624	0.0
1166	Stop	Typing	0.0599	9.7926	2.0375	-0.0942	-0.0120	-0.0244	0.0
1265	Stop	Typing	0.0910	9.7591	1.5180	-0.0582	-0.1733	-0.0170	0.0
1315	Stop	Typing	-0.3831	9.7327	1.5706	-0.0558	-0.0963	-0.0091	0.0
1381	Stop	Typing	0.0168	9.4789	1.2761	0.0188	-0.3309	0.0117	0.0
1432	Stop	Typing	0.3520	9.6824	1.5108	0.0652	-0.2386	-0.0048	0.0
1497	Stop	Typing	0.2035	9.9554	1.4174	0.0970	-0.1379	-0.0421	0.0
1564	Stop	Typing	0.4262	9.8213	1.5587	-0.0991	-0.0029	-0.0659	0.0
1614	Stop	Typing	-0.8428	9.7974	2.1932	0.0933	0.3136	0.0984	0.0
1669	Stop	Typing	0.2945	9.8716	0.6560	0.0169	0.4443	0.0502	0.0
1734	Stop	Typing	0.0790	9.6154	0.5052	0.1006	-0.0554	-0.0372	0.0
1801	Stop	Typing	-0.0670	9.7782	2.1333	0.0493	0.1407	0.0373	0.0
1852	Stop	Typing	-0.3496	9.6609	1.0535	-0.0295	-0.0267	0.0349	0.0
1912	Stop	Typing	0.0623	9.7040	1.9729	-0.0442	-0.1281	0.0104	0.0
1979	Stop	Typing	-0.1676	9.7782	2.0878	-0.0588	-0.2277	0.0135	0.0
2046	Stop	Typing	0.1939	9.7064	0.8188	-0.0753	0.0204	-0.0287	0.0
2096	Stop	Typing	-0.0766	9.8477	2.3153	0.0597	-0.2081	0.0245	0.0
2162	Stop	Typing	0.3879	9.6777	1.3815	-0.0435	0.0387	0.0300	0.0
2212	Stop	Typing	0.1125	9.8141	1.6137	-0.0619	0.1499	-0.0024	0.0
2262	Stop	Typing	0.2897	9.7327	1.4270	-0.0185	-0.0004	-0.0293	0.0
2344	Stop	Typing	0.0479	9.6920	1.5898	0.0395	0.0833	0.0013	0.0
2395	Stop	Typing	0.2729	9.6537	1.3216	-0.0161	0.0796	-0.0091	0.0
2462	Stop	Typing	-0.3711	9.8572	1.4964	0.0817	0.4162	0.0221	0.0
2510	Stop	Typing	-0.2418	9.7184	1.9968	0.0860	0.2012	0.0550	0.0
2582	Stop	Typing	0.3615	9.6968	1.7023	-0.1352	-0.2570	0.0086	0.0
2643	Stop	Typing	0.1125	9.9171	1.3576	0.0976	-0.2667	-0.0641	0.0
2700	Stop	Typing	0.4262	9.6968	1.4677	0.0835	-0.3846	-0.0134	0.0
2759	Stop	Typing	0.2346	9.7950	0.5698	0.0634	0.1401	-0.0073	0.0
2809	Stop	Typing	0.2275	9.8165	1.1157	0.0120	0.0827	-0.0030	0.0
2876	Stop	Typing	-0.0766	9.5723	-0.2131	0.0713	0.0625	0.0379	0.0
2942	Stop	Typing	-0.1532	9.7662	1.5850	-0.0112	0.4761	0.0275	0.0
2997	Stop	Typing	-0.0670	9.5675	1.6999	-0.1779	-0.0639	0.0068	0.0
3059	Stop	Typing	0.0239	9.8931	1.2139	-0.0613	0.2018	-0.0274	0.0
3124	Stop	Typing	0.0239	9.6513	1.7957	-0.0741	-0.2545	0.0202	0.0
3174	Stop	Typing	-0.3232	10.0392	1.7287	-0.1278	0.0295	-0.0604	0.0
3241	Stop	Typing	0.6943	9.8716	0.9745	-0.1034	0.0075	-0.0170	0.0
3307	Stop	Typing	0.2442	9.6178	1.6209	0.1128	0.3191	0.0282	0.0
3357	Stop	Typing	-0.3376	9.7016	1.9825	-0.0515	0.0711	0.0453	0.0
3425	Stop	Typing	0.0694	9.6298	0.9481	0.0255	0.1144	0.0440	0.0
3473	Stop	Typing	0.6919	9.6489	2.2339	-0.0295	-0.1256	0.0825	0.0
3539	Stop	Typing	0.2921	9.7208	1.2618	-0.0099	0.1914	0.0483	0.0
3605	Stop	Typing	0.1820	9.7662	1.3959	0.1018	0.1389	-0.0006	0.0
3656	Stop	Typing	-0.1915	9.6705	1.5898	0.2185	-0.0016	0.0337	0.0
3705	Stop	Typing	0.1030	9.7064	1.2522	-0.0600	-0.0132	-0.0494	0.0
3772	Stop	Typing	0.1149	9.5819	1.1014	-0.0081	0.0533	-0.0848	0.0
3838	Stop	Typing	-0.1676	9.7064	2.0160	0.0230	-0.0682	-0.0451	0.0
3906	Stop	Typing	-0.0886	9.8931	1.5419	-0.0790	-0.0835	-0.0506	0.0
3954	Stop	Typing	0.0503	9.7471	1.5347	-0.0839	-0.0823	-0.0677	0.0
4021	Stop	Typing	0.1604	9.7519	1.3408	-0.0997	-0.0639	-0.0219	0.0
4071	Stop	Typing	-0.3041	9.6370	1.7646	0.0145	-0.1360	0.0324	0.0
4137	Stop	Typing	-0.0120	9.5771	1.7143	-0.2311	-0.2020	-0.0567	0.0
4187	Stop	Typing	0.1724	9.6226	1.6856	-0.0576	0.0088	-0.0580	0.0
4253	Stop	Typing	-0.2251	9.6633	1.9729	0.0426	0.1071	-0.0341	0.0
4319	Stop	Typing	-0.0599	9.7351	1.7215	-0.0228	-0.0432	-0.0341	0.0
4370	Stop	Typing	0.0455	9.6561	1.8867	0.0511	0.0607	-0.0415	0.0
4436	Stop	Typing	0.2562	9.3999	1.3001	0.0200	-0.0389	-0.0140	0.0
4503	Stop	Typing	-0.3041	9.3640	2.2746	0.0976	0.4089	-0.0274	0.0
4552	Stop	Typing	-0.7159	9.9099	1.7622	-0.0515	0.2073	0.0141	0.0
4618	Stop	Typing	0.1413	9.5436	1.6090	-0.0484	-0.0297	0.0123	0.0
4685	Stop	Typing	-0.8404	10.0847	1.7646	0.0750	0.0369	-0.0824	0.0
4741	Stop	Typing	-0.7207	9.8069	1.7694	0.1959	0.0656	-0.0207	0.0
4800	Stop	Typing	-0.0790	9.5532	1.0798	-0.0619	0.0259	0.0728	0.0
4851	Stop	Typing	-0.1556	9.5891	1.2354	-0.0008	-0.1684	0.0245	0.0
4917	Stop	Typing	-0.5794	9.8093	1.9370	0.0096	-0.0670	0.0080	0.0
4967	Stop	Typing	-0.3520	9.6513	1.8149	-0.0991	-0.2448	0.0282	0.0
5033	Stop	Typing	0.0263	9.6202	1.7095	-0.0295	-0.2044	0.0092	0.0
5100	Stop	Typing	0.0407	9.6753	1.5539	-0.0533	-0.0810	0.0349	0.0
5152	Stop	Typing	-0.2346	9.7902	2.1046	-0.0014	-0.0248	0.0086	0.0
5217	Stop	Typing	0.0072	9.7184	1.1516	-0.0454	-0.1653	0.0147	0.0
5284	Stop	Typing	-0.0455	9.7016	2.1812	0.0450	-0.0059	0.0098	0.0
5332	Stop	Typing	-0.1197	9.7040	1.7885	-0.0246	-0.0322	0.0098	0.0
5399	Stop	Typing	0.0215	9.6154	1.2953	0.0536	0.0124	-0.0164	0.0
5465	Stop	Typing	0.0287	9.6585	1.1397	0.0084	-0.0175	-0.0225	0.0
5516	Stop	Typing	-0.0862	9.6681	1.3767	0.0206	0.0705	-0.0183	0.0
5581	Stop	Typing	0.0239	9.7351	1.7215	0.0670	-0.1287	0.0288	0.0
5631	Stop	Typing	-0.2155	9.4406	1.5730	-0.1230	-0.2057	-0.0097	0.0
5697	Stop	Typing	-0.1652	9.7998	2.4446	-0.0442	-0.0279	-0.0409	0.0
