ElapsedTime	Mode0	Mode1	Acce0	Acce1	Acce2	Gyro0	Gyro1	Gyro2	Step
7069	Stop	Typing	-0.0766	9.0480	3.1030	0.0538	-0.1417	-0.0068	0.0
7069	Stop	Typing	-0.0790	9.0384	3.0216	0.0221	-0.0830	0.0568	0.0
94	Stop	Typing	-0.1868	9.0815	3.2490	0.0093	-0.0012	0.0543	0.0
169	Stop	Typing	-0.0072	9.1749	3.1628	-0.0243	-0.0354	-0.0031	0.0
224	Stop	Typing	-0.3017	9.3520	3.4813	-0.0298	0.0483	-0.0001	0.0
290	Stop	Typing	-0.2131	9.3377	3.4071	0.0196	0.1075	-0.0074	0.0
340	Stop	Typing	-0.2777	9.3640	3.2131	-0.0158	-0.0238	-0.0385	0.0
407	Stop	Typing	-0.3974	9.4574	3.4358	0.0386	0.0452	-0.0294	0.0
474	Stop	Typing	-0.4812	9.2323	3.1988	0.0758	0.1344	-0.0110	0.0
524	Stop	Typing	-0.5866	9.4430	3.0886	-0.0433	-0.0977	-0.0636	0.0
590	Stop	Typing	-0.5938	9.0863	3.4645	-0.0091	0.0330	-0.0031	0.0
655	Stop	Typing	-0.5243	9.2994	3.1748	-0.0451	-0.0610	-0.0080	0.0
706	Stop	Typing	-0.3376	9.3209	3.2634	-0.0298	-0.0158	0.0024	0.0
775	Stop	Typing	-0.2921	9.0815	3.3448	-0.0463	-0.0439	0.0415	0.0
822	Stop	Typing	-0.3903	9.0791	3.4837	-0.0689	0.0178	0.0360	0.0
894	Stop	Typing	-0.3280	9.3903	3.3280	-0.0060	-0.0079	0.0335	0.0
938	Stop	Typing	-0.1772	9.2970	3.3233	-0.0421	-0.0568	0.0274	0.0
1004	Stop	Typing	-0.3328	9.2850	3.2802	-0.0103	0.0171	-0.0098	0.0
1070	Stop	Typing	-0.6728	9.3425	3.3855	-0.0030	0.0013	-0.0391	0.0
1138	Stop	Typing	-0.2825	8.8468	3.6321	-0.0476	-0.0617	-0.0068	0.0
1187	Stop	Typing	-0.3232	9.0312	3.4525	0.0288	0.0239	0.0372	0.0
1254	Stop	Typing	-0.6991	9.2611	3.5244	0.0227	0.0941	0.0158	0.0
1303	Stop	Typing	-0.3831	9.4334	2.7869	0.0728	-0.2046	-0.0373	0.0
1369	Stop	Typing	0.0407	9.0647	3.7518	-0.1386	-0.4502	0.0574	0.0
1436	Stop	Typing	0.2562	9.1150	2.6912	0.0001	-0.3518	0.0085	0.0
1485	Stop	Typing	0.0838	9.4502	4.3360	-0.1282	-0.0006	-0.0135	0.0
1553	Stop	Typing	0.1389	9.1461	3.2682	0.1149	0.1326	0.0726	0.0
1602	Stop	Typing	-0.7901	9.1294	3.4406	0.1143	0.5547	0.0274	0.0
1675	Stop	Typing	-0.1125	9.5125	3.1628	-0.1031	-0.1521	0.0232	0.0
1725	Stop	Typing	-0.5483	9.3880	3.4693	0.1235	0.1552	0.0140	0.0
1794	Stop	Typing	-0.5315	9.0743	2.8827	0.0141	-0.1826	-0.0080	0.0
1839	Stop	Typing	0.0431	9.2922	2.3201	0.1473	-0.2749	-0.0025	0.0
1900	Stop	Typing	0.4741	9.3808	2.6074	-0.0457	-0.1105	-0.0819	0.0
1972	Stop	Typing	0.2921	9.5316	3.2011	-0.1007	0.1448	-0.0715	0.0
2033	Stop	Typing	-0.4166	9.2515	3.3975	-0.0421	0.4857	0.0592	0.0
2082	Stop	Typing	-0.1724	9.3161	2.7391	-0.0305	0.4557	0.0030	0.0
2149	Stop	Typing	-0.6608	9.0863	2.9090	0.0416	0.2151	0.0262	0.0
2216	Stop	Typing	-0.0287	9.3281	3.6968	0.1986	-0.0195	0.0983	0.0
2266	Stop	Typing	-0.3424	9.3832	3.2826	0.0007	0.0917	-0.0196	0.0
2332	Stop	Typing	-0.3089	9.2156	3.2586	0.0123	-0.0244	0.0604	0.0
2382	Stop	Typing	0.5100	9.0360	2.2530	-0.0292	-0.0452	0.0354	0.0
2454	Stop	Typing	-0.5890	9.5364	3.9314	0.0141	0.3464	-0.0239	0.0
2514	Stop	Typing	-0.5076	9.6274	3.0623	0.1406	0.1228	0.0971	0.0
2568	Stop	Typing	-0.2251	9.3329	3.3783	-0.0897	-0.0036	-0.0361	0.0
2631	Stop	Typing	-0.4238	9.3880	2.7941	-0.0390	-0.1386	-0.0648	0.0
2697	Stop	Typing	-0.0168	9.1701	3.3592	-0.0494	-0.1441	0.0079	0.0
2747	Stop	Typing	-0.5890	9.3544	3.6010	-0.0763	0.0349	-0.0398	0.0
2815	Stop	Typing	-0.0982	9.2299	2.6265	-0.0182	-0.0727	-0.0019	0.0
2862	Stop	Typing	-0.2203	9.2682	3.1245	-0.0414	-0.1282	-0.0337	0.0
2932	Stop	Typing	-0.1532	9.2802	2.8971	0.0154	-0.0085	-0.0153	0.0
2995	Stop	Typing	-0.0503	9.1940	3.2131	0.0319	0.0410	0.0207	0.0
3046	Stop	Typing	0.2299	9.0312	3.5196	0.0312	0.0410	-0.0110	0.0
3112	Stop	Typing	-0.5387	9.5005	2.5762	0.2371	0.1992	-0.0721	0.0
3178	Stop	Typing	-0.7662	9.3137	2.2051	0.0209	0.0880	0.0494	0.0
3232	Stop	Typing	0.2394	9.4741	2.3919	-0.1942	-0.0977	-0.0312	0.0
3278	Stop	Typing	-0.5100	9.3496	3.0240	-0.0219	-0.1637	0.0397	0.0
3345	Stop	Typing	-0.4669	9.2706	3.7446	-0.0824	-0.3335	0.0910	0.0
3411	Stop	Typing	0.1556	9.1773	2.2458	-0.0414	-0.3494	-0.0110	0.0
3461	Stop	Typing	-0.2442	9.1342	2.6936	-0.1746	-0.3530	-0.0440	0.0
3527	Stop	Typing	0.0742	9.2874	3.4142	0.0997	0.0917	0.0464	0.0
3593	Stop	Typing	-0.5196	9.4622	3.8931	-0.1422	0.0703	0.0018	0.0
3643	Stop	Typing	-0.2777	9.4047	3.3161	0.0294	0.0544	0.0293	0.0
3714	Stop	Typing	0.2394	9.0887	2.6361	0.1229	0.2670	-0.0440	0.0
3776	Stop	Typing	-0.6943	9.5412	3.1221	0.2389	0.5901	-0.0715	0.0
3829	Stop	Typing	-0.6465	9.6034	2.5451	0.1070	0.2529	0.0794	0.0
3893	Stop	Typing	0.0192	9.3712	3.0647	0.0270	0.3024	0.0268	0.0
3958	Stop	Typing	-0.8548	9.7758	3.3472	0.0673	0.1216	-0.0453	0.0
4008	Stop	Typing	-0.7973	9.6561	2.7654	0.1650	0.0092	0.0653	0.0
4075	Stop	Typing	-0.6417	9.2682	2.7534	-0.1196	-0.1191	-0.0037	0.0
4124	Stop	Typing	-0.6081	9.0863	3.7183	-0.1111	-0.2785	-0.0367	0.0
4191	Stop	Typing	-0.3113	9.5532	2.2578	0.0312	-0.4306	-0.0440	0.0
4258	Stop	Typing	-0.2083	9.2706	3.1293	-0.0659	0.1717	-0.0013	0.0
4307	Stop	Typing	-0.9625	9.6896	4.6952	-0.0885	0.1949	-0.0477	0.0
4374	Stop	Typing	-0.5339	9.1006	2.2530	0.1876	0.0471	0.1044	0.0
4423	Stop	Typing	-0.3759	9.4047	2.7582	-0.1392	-0.0195	-0.0477	0.0
4490	Stop	Typing	-0.5196	9.3472	2.8683	-0.0213	-0.0189	-0.0459	0.0
4560	Stop	Typing	-0.7662	9.4143	2.8420	-0.1612	-0.2101	-0.0660	0.0
4607	Stop	Typing	-0.6536	9.3472	4.1852	-0.2742	-0.4813	-0.0318	0.0
4672	Stop	Typing	0.4645	9.1174	2.6313	-0.0885	-0.3127	0.0781	0.0
4722	Stop	Typing	-0.1939	9.1844	3.5268	-0.0909	0.1271	0.0720	0.0
4793	Stop	Typing	-0.1245	9.1030	3.0216	0.0483	0.0300	0.0152	0.0
4855	Stop	Typing	-0.0383	9.2323	3.4645	0.0233	-0.0384	-0.0141	0.0
4906	Stop	Typing	-0.6153	9.3281	4.2450	0.1937	0.3525	-0.0165	0.0
4971	Stop	Typing	-0.2753	9.2299	2.0016	0.2505	0.1894	-0.0043	0.0
5039	Stop	Typing	0.1293	9.3113	2.7654	0.3599	0.0636	0.1618	0.0
5088	Stop	Typing	-0.1269	10.0200	2.8516	0.0648	-0.0635	-0.0275	0.0
5158	Stop	Typing	0.1173	9.4143	0.9505	-0.0353	0.0923	-0.0092	0.0
5204	Stop	Typing	0.0000	9.2204	3.1988	-0.2449	-0.0097	-0.0917	0.0
5270	Stop	Typing	-0.7422	9.6465	3.0240	-0.0476	0.1222	-0.1503	0.0
5336	Stop	Typing	-0.3951	9.4694	3.9960	-0.1624	-0.0250	0.1264	0.0
5393	Stop	Typing	-0.2729	9.3425	3.0982	-0.0494	-0.1282	0.0549	0.0
5453	Stop	Typing	-0.2658	9.3856	3.0264	-0.0054	-0.0158	-0.0031	0.0
5519	Stop	Typing	0.1030	9.3472	2.2674	0.0685	0.0452	-0.0269	0.0
5569	Stop	Typing	-0.8188	9.2227	2.1908	0.1656	0.3049	-0.0172	0.0
5636	Stop	Typing	0.0455	9.3257	3.0934	-0.1929	-0.0690	-0.0098	0.0
5684	Stop	Typing	-0.1317	9.3544	3.9649	-0.0292	0.1442	0.0024	0.0
5752	Stop	Typing	-0.0814	9.5556	3.0192	0.0019	-0.0336	-0.1057	0.0
5821	Stop	Typing	-0.0287	9.4646	2.7367	0.0209	-0.1686	-0.0996	0.0
5879	Stop	Typing	-0.0527	9.2970	3.4597	0.1070	-0.0769	0.0922	0.0
5934	Stop	Typing	-0.4908	9.1749	2.7127	0.0013	0.2474	-0.0098	0.0
6000	Stop	Typing	0.1532	9.1413	2.2817	-0.0720	-0.0678	0.0140	0.0
6050	Stop	Typing	0.0479	9.4382	3.9027	-0.2699	-0.1667	0.0323	0.0
6116	Stop	Typing	-0.4166	9.4334	3.6058	0.0722	0.2138	0.0623	0.0
6166	Stop	Typing	0.0168	9.2395	3.2059	0.2218	0.1637	0.0171	0.0
6233	Stop	Typing	-0.2706	9.3616	3.2107	0.2609	0.1356	0.0012	0.0
6299	Stop	Typing	1.0774	8.9474	0.8931	0.2365	0.2297	0.0140	0.0
6349	Stop	Typing	-1.2857	9.5148	2.2458	-0.0231	0.3824	-0.0019	0.0
6409	Stop	Typing	0.0120	9.3281	3.6537	-0.3328	-0.2767	-0.0068	0.0
6465	Stop	Typing	-0.2059	9.3161	2.7941	-0.0867	-0.0940	-0.0563	0.0
6532	Stop	Typing	0.0287	9.2802	3.3328	-0.0934	-0.1203	-0.0563	0.0
6599	Stop	Typing	-0.1197	9.2251	2.9689	0.0618	0.0507	-0.0227	0.0
6647	Stop	Typing	-0.4142	9.3281	3.3783	0.1412	0.1143	0.0482	0.0
6718	Stop	Typing	-0.1891	9.2563	2.7917	0.0636	-0.0867	0.0116	0.0
6780	Stop	Typing	-0.0096	9.4167	2.4110	0.0771	-0.0281	0.0073	0.0
6830	Stop	Typing	-0.2370	9.3927	3.3855	0.0148	0.1320	0.0091	0.0
6896	Stop	Typing	-0.3113	9.3329	2.9474	-0.0121	0.0000	-0.0251	0.0
6947	Stop	Typing	-0.2227	9.3832	3.6058	-0.0421	-0.0427	-0.0367	0.0
7012	Stop	Typing	-0.2586	9.4095	3.0024	0.0044	0.0190	-0.0269	0.0
7080	Stop	Typing	-0.4166	9.4071	3.1844	-0.0567	0.0306	-0.0165	0.0
7130	Stop	Typing	-0.3879	9.3736	2.9857	0.0465	-0.0097	-0.0184	0.0
7196	Stop	Typing	-0.1700	9.1246	2.8252	-0.0115	-0.1069	-0.0159	0.0
7263	Stop	Typing	-0.3831	9.2371	3.0551	-0.1435	-0.2431	-0.0727	0.0
7313	Stop	Typing	-0.0287	9.3089	3.5435	-0.0170	-0.2095	0.1215	0.0
7362	Stop	Typing	-0.1891	9.2108	2.8851	-0.0225	-0.3946	0.2254	0.0
7429	Stop	Typing	0.2011	9.3999	4.0248	-0.1123	-0.2351	0.0983	0.0
7494	Stop	Typing	-0.1413	9.3425	2.6840	0.2518	0.1754	0.0714	0.0
7562	Stop	Typing	-0.1628	9.4670	3.7303	0.0013	0.1784	-0.1057	0.0
7610	Stop	Typing	-0.1245	9.1270	3.0359	0.1436	0.0471	-0.0636	0.0
7676	Stop	Typing	-0.0359	9.6465	1.5946	0.3159	0.1295	-0.0648	0.0
7730	Stop	Typing	-0.3400	9.7591	2.0112	-0.0146	-0.0665	0.0635	0.0
7797	Stop	Typing	-0.3137	9.7303	4.6401	-0.1392	0.3299	0.1349	0.0
7859	Stop	Typing	-0.0886	9.6681	3.1485	-0.1746	0.0709	-0.1680	0.0
7909	Stop	Typing	-0.1724	9.6824	3.4932	-0.0891	-0.2034	-0.1479	0.0
7975	Stop	Typing	0.1221	8.9761	2.3248	-0.0531	-0.2541	0.0329	0.0
8028	Stop	Typing	-0.0958	9.1366	2.2913	-0.0109	0.0373	0.0873	0.0
8092	Stop	Typing	0.0407	9.3927	3.0982	-0.0830	-0.1276	-0.0898	0.0
8158	Stop	Typing	-0.1437	9.3927	3.3472	-0.0469	-0.0507	0.0073	0.0
8209	Stop	Typing	-0.0766	9.5053	3.1844	-0.0488	0.0874	-0.0001	0.0
8276	Stop	Typing	-0.4214	9.3616	3.4741	-0.0928	0.1699	0.0219	0.0
8340	Stop	Typing	-0.0766	9.2730	3.2011	-0.0433	0.0330	-0.0098	0.0
8395	Stop	Typing	-0.0694	9.0743	2.4230	0.0917	0.0147	0.0390	0.0
8458	Stop	Typing	0.0024	9.3065	2.9066	0.0642	0.0196	0.0592	0.0
8507	Stop	Typing	-0.2155	9.3520	3.0958	-0.0292	0.0709	-0.0233	0.0
8581	Stop	Typing	0.0263	9.3808	3.1796	-0.0317	-0.0055	-0.0159	0.0
8641	Stop	Typing	0.0479	9.1222	3.1604	0.0746	0.2810	-0.0398	0.0
8691	Stop	Typing	-0.3639	9.7806	2.9857	0.1772	0.0611	0.0207	0.0
8756	Stop	Typing	-0.7063	9.6537	3.6010	0.0221	-0.0928	0.0415	0.0
8824	Stop	Typing	-0.4262	9.3688	3.0575	0.1235	0.0550	0.0555	0.0
8872	Stop	Typing	-0.2729	9.4598	2.7702	0.0532	0.0788	0.0079	0.0
8938	Stop	Typing	-0.4573	9.5101	3.4430	-0.0329	0.0611	-0.0501	0.0
8988	Stop	Typing	-0.3687	9.4358	2.3296	0.0978	0.0526	0.0042	0.0
9054	Stop	Typing	0.0575	9.2371	3.3592	-0.0885	0.0178	0.0018	0.0
9121	Stop	Typing	-0.5243	9.4526	3.3233	-0.0256	-0.0525	-0.0294	0.0
9170	Stop	Typing	-0.1532	9.2251	2.9186	-0.0347	-0.1912	0.0134	0.0
9236	Stop	Typing	-0.3639	9.5460	2.0016	-0.1716	-0.2174	-0.0440	0.0
9287	Stop	Typing	-0.0287	9.0935	3.9937	-0.2168	-0.1417	-0.0734	0.0
9354	Stop	Typing	0.4382	9.1054	2.6672	-0.0439	-0.4697	0.0311	0.0
9403	Stop	Typing	0.1604	9.4119	3.0695	0.0105	0.1497	0.0769	0.0
9470	Stop	Typing	-0.1891	9.2611	2.7367	0.0881	0.2505	-0.0098	0.0
9535	Stop	Typing	0.0359	9.3065	2.8540	0.0593	0.2254	-0.0282	0.0
9603	Stop	Typing	-0.3065	9.2946	2.6529	0.0789	0.4142	-0.0025	0.0
9652	Stop	Typing	-0.2993	9.2563	3.0575	-0.0250	0.2676	0.0830	0.0
9718	Stop	Typing	-0.4477	9.4167	3.3879	-0.0549	0.0055	0.0335	0.0
