ElapsedTime	Mode0	Mode1	Acce0	Acce1	Acce2	Gyro0	Gyro1	Gyro2	Step
42	Stop	Up	-0.2251	6.3185	7.5420	0.2402	-0.0621	-0.0083	0.0
91	Stop	Up	-0.3974	6.4981	7.0990	0.2872	0.0314	-0.0156	0.0
158	Stop	Up	-0.3567	6.6633	6.8620	0.2439	0.0503	-0.0016	0.0
226	Stop	Up	-0.3160	6.6561	7.1086	0.1431	-0.0150	-0.0059	0.0
274	Stop	Up	-0.3304	6.7566	7.3025	0.1626	-0.0010	0.0143	0.0
340	Stop	Up	-0.3783	6.8572	7.0918	0.1999	0.0583	0.0076	0.0
390	Stop	Up	-0.3113	6.9218	7.0344	0.2219	0.0473	0.0137	0.0
457	Stop	Up	-0.4453	7.0823	6.6752	0.2426	0.0326	0.0051	0.0
523	Stop	Up	-0.5004	7.2403	6.8237	0.2884	-0.0218	-0.0126	0.0
572	Stop	Up	-0.3352	7.3265	6.3544	0.3172	0.0222	-0.0480	0.0
639	Stop	Up	-0.4836	7.3839	6.8261	0.2298	-0.0004	-0.0340	0.0
688	Stop	Up	-0.4358	7.5755	5.9785	0.2994	0.0039	-0.0266	0.0
755	Stop	Up	-0.6560	7.6928	6.8955	0.1999	-0.0034	0.0045	0.0
821	Stop	Up	-0.2849	7.6617	5.6409	0.3495	0.0259	0.0253	0.0
871	Stop	Up	-0.3783	7.7790	6.3616	0.2072	-0.0633	0.0039	0.0
938	Stop	Up	-0.4525	7.8843	5.4613	0.2567	-0.0773	-0.0089	0.0
987	Stop	Up	-0.4310	7.9634	5.5763	0.2029	0.0711	0.0210	0.0
1054	Stop	Up	-0.3113	7.9921	5.6864	0.1675	-0.0560	0.0173	0.0
1120	Stop	Up	-0.4669	8.0424	5.6170	0.1950	-0.0291	0.0015	0.0
1170	Stop	Up	-0.4262	8.2004	5.6242	0.2274	-0.0627	0.0118	0.0
1236	Stop	Up	-0.2083	8.3177	5.1597	0.2671	0.0216	0.0222	0.0
1303	Stop	Up	-0.4070	8.3105	5.1908	0.2524	0.0583	0.0234	0.0
1353	Stop	Up	-0.5387	8.4278	5.0136	0.2579	-0.0059	0.0125	0.0
1419	Stop	Up	-0.2921	8.5667	4.6042	0.2524	0.0143	0.0112	0.0
1469	Stop	Up	-0.2993	8.5835	5.0399	0.1577	-0.0236	0.0094	0.0
1536	Stop	Up	-0.2897	8.5595	4.4677	0.2188	-0.0010	-0.0065	0.0
1602	Stop	Up	-0.4070	8.7798	4.8628	0.1644	-0.0413	-0.0059	0.0
1652	Stop	Up	-0.1197	8.7654	4.4150	0.2335	0.0131	-0.0034	0.0
1720	Stop	Up	-0.4741	8.8804	4.5348	0.2243	0.0125	0.0039	0.0
1785	Stop	Up	-0.3903	8.8780	4.3743	0.3337	0.0754	-0.0065	0.0
1835	Stop	Up	-0.3783	8.9570	3.8620	0.3184	0.0638	0.0027	0.0
1901	Stop	Up	-0.2706	8.9833	3.4621	0.2591	-0.0230	0.0057	0.0
1951	Stop	Up	-0.4453	9.0384	3.7303	0.1993	-0.0431	-0.0150	0.0
2017	Stop	Up	-0.1915	9.1270	3.5507	0.1760	0.0222	-0.0071	0.0
2086	Stop	Up	-0.5267	9.2706	3.5794	0.1583	-0.0230	0.0033	0.0
2134	Stop	Up	-0.1844	9.1916	3.7518	0.2041	0.0454	0.0387	0.0
2199	Stop	Up	-0.4382	9.3496	3.3951	0.2432	0.0479	0.0265	0.0
2250	Stop	Up	-0.3951	9.3520	3.4573	0.3428	0.0534	0.0167	0.0
2316	Stop	Up	-0.3184	9.3616	2.6792	0.3795	-0.0511	0.0204	0.0
2382	Stop	Up	-0.2562	9.3137	2.6098	0.3398	-0.0279	-0.0028	0.0
2433	Stop	Up	-0.3855	9.4646	2.5188	0.3019	-0.0560	-0.0291	0.0
2499	Stop	Up	-0.5722	9.5148	2.3751	0.2982	-0.0590	-0.0004	0.0
2548	Stop	Up	-0.2370	9.5915	1.8771	0.3288	-0.1787	0.0228	0.0
2615	Stop	Up	-0.3017	9.6250	2.2913	0.3147	-0.1048	0.0173	0.0
2681	Stop	Up	-0.1604	9.6753	1.5515	0.4112	0.0332	-0.0181	0.0
2730	Stop	Up	-0.3424	9.7375	1.5730	0.3795	0.0436	-0.0089	0.0
2797	Stop	Up	-0.3687	9.8405	1.1373	0.3569	0.0473	-0.0028	0.0
2863	Stop	Up	-0.4860	9.7998	1.0966	0.2628	0.0949	0.0155	0.0
2913	Stop	Up	-0.2706	9.8524	0.9170	0.2451	-0.0040	0.0387	0.0
2979	Stop	Up	-0.3280	9.7950	0.6872	0.2591	0.0882	0.0479	0.0
3029	Stop	Up	-0.2299	9.7591	0.8500	0.2573	0.0241	0.0461	0.0
3096	Stop	Up	-0.3927	9.8572	0.5148	0.2805	0.0448	0.0357	0.0
3162	Stop	Up	-0.2490	9.8405	0.2729	0.3080	0.0167	0.0693	0.0
3213	Stop	Up	-0.2155	9.8333	0.1197	0.2756	0.0008	0.0632	0.0
3278	Stop	Up	-0.1484	9.8836	0.0599	0.2084	-0.0883	0.0253	0.0
3346	Stop	Up	-0.1077	9.8716	-0.1101	0.2145	-0.1439	0.0155	0.0
