class gyro0mean gyro0var gyro1mean gyro1var gyro2mean gyro2var
0 -0.150530 0.449581 0.016215 0.082262 -0.003850 0.006628
0 -0.151295 0.453308 0.013495 0.083148 -0.004615 0.006042
0 -0.149800 0.446866 0.009555 0.086722 -0.002875 0.006396
0 -0.150010 0.447921 0.006165 0.090016 -0.000675 0.006052
0 -0.151385 0.454081 0.006440 0.089924 0.001615 0.004703
0 -0.148270 0.435210 0.006230 0.089984 0.002870 0.003656
0 -0.145185 0.419549 0.006810 0.088586 0.001710 0.004241
0 -0.146685 0.430463 0.009500 0.085476 0.001190 0.004599
0 -0.147600 0.438335 0.008555 0.083533 0.000185 0.004747
0 -0.148670 0.443424 0.007790 0.082464 -0.000120 0.004780
0 -0.147630 0.437654 0.006750 0.079546 -0.000120 0.004780
0 -0.140850 0.405439 -0.001680 0.054366 -0.000945 0.003913
0 -0.073245 0.113487 0.018155 0.023037 -0.004075 0.002961
0 -0.071995 0.109194 0.014370 0.019474 -0.002575 0.002227
0 -0.071230 0.107536 0.010645 0.015209 -0.001230 0.002369
0 -0.070650 0.106802 0.006950 0.014158 -0.000650 0.002493
0 -0.071995 0.110491 0.004995 0.012183 0.000695 0.002926
0 -0.071685 0.109793 0.004170 0.011942 0.001670 0.003405
0 -0.069670 0.103038 0.003470 0.011496 0.001885 0.003581
0 -0.067350 0.096832 0.003285 0.011277 0.001610 0.003551
0 -0.066585 0.095577 0.005575 0.008591 0.002525 0.003260
0 -0.064600 0.090236 0.007470 0.007774 0.002555 0.003248
0 -0.062705 0.085198 0.005455 0.006377 0.001670 0.003303
0 -0.064870 0.089394 0.006860 0.005773 0.000875 0.003243
0 -0.067470 0.095883 0.006065 0.005864 0.000295 0.003304
0 -0.071290 0.106981 0.005850 0.005712 0.001025 0.003093
0 -0.071230 0.106778 0.005545 0.005404 0.001025 0.003093
0 -0.070070 0.103142 0.004080 0.006710 0.000505 0.003187
0 -0.069675 0.101869 0.004385 0.006930 0.000690 0.003188
0 -0.067570 0.094416 0.003435 0.006395 0.000540 0.003130
0 -0.067540 0.094330 0.001635 0.007044 0.001580 0.003386
0 -0.067965 0.095540 -0.000840 0.005814 0.002345 0.003079
0 -0.067995 0.095616 0.000075 0.006526 0.002220 0.003158
0 -0.066680 0.092435 0.002580 0.007677 0.001760 0.003197
0 -0.067325 0.093807 0.004685 0.008761 0.000570 0.003004
0 -0.068390 0.095369 0.005265 0.008207 0.000450 0.002957
0 -0.068080 0.094388 0.006275 0.008846 -0.000345 0.002526
0 -0.068175 0.094595 0.004900 0.009656 -0.001140 0.002075
0 -0.068880 0.096592 0.003465 0.009970 -0.001660 0.001709
0 -0.071355 0.103358 0.003465 0.009970 -0.001445 0.001729
0 -0.073980 0.109586 0.003865 0.009931 -0.001260 0.001753
0 -0.074595 0.110893 0.002490 0.010229 -0.000465 0.001699
0 -0.078935 0.126563 0.005270 0.013021 -0.000250 0.001629
0 -0.081125 0.151820 -0.017270 0.022379 -0.008225 0.003451
0 -0.079385 0.147568 -0.016535 0.020786 -0.007675 0.003449
0 -0.073395 0.131352 -0.015740 0.019410 -0.006820 0.003213
0 -0.067410 0.109511 -0.014670 0.018591 -0.006760 0.003202
0 -0.062520 0.099506 -0.012040 0.016600 -0.007185 0.003361
0 -0.058000 0.088335 -0.008960 0.010899 -0.007795 0.003349
0 -0.056200 0.082493 -0.008195 0.010714 -0.008225 0.003540
0 -0.052960 0.074370 -0.007950 0.010778 -0.008010 0.003400
0 -0.052930 0.074283 -0.008165 0.010767 -0.006790 0.002472
0 -0.052870 0.074093 -0.006700 0.013686 -0.005110 0.001988
0 -0.053360 0.075084 -0.006640 0.013776 -0.003735 0.001584
0 -0.054155 0.076087 -0.005295 0.014774 -0.003340 0.001536
0 -0.056080 0.081685 -0.002850 0.015621 -0.002850 0.001733
0 -0.056540 0.082965 -0.000770 0.017400 -0.001930 0.001899
0 -0.058035 0.089865 0.001980 0.016649 -0.000710 0.001849
0 -0.058430 0.091629 0.002990 0.016406 0.000755 0.001746
0 -0.059440 0.095546 0.001795 0.016605 0.001065 0.001664
0 -0.057730 0.089850 0.000360 0.017753 0.001065 0.001664
0 -0.060785 0.096435 -0.001445 0.020556 0.000730 0.001634
0 -0.062040 0.099150 -0.001780 0.020904 0.001430 0.001918
0 -0.066290 0.106867 -0.000405 0.019540 0.001705 0.001949
0 -0.069525 0.116786 0.000725 0.017895 0.001215 0.001948
0 -0.074595 0.128689 0.002435 0.016590 0.000880 0.001976
0 -0.081220 0.154462 0.003565 0.016678 0.001095 0.001958
0 -0.086260 0.164887 0.002705 0.016749 0.001795 0.001763
0 -0.090965 0.176597 0.002465 0.016927 0.002650 0.001847
0 -0.091515 0.178070 0.003745 0.017635 0.004150 0.001788
0 -0.092860 0.180321 0.003590 0.017593 0.005490 0.001717
0 -0.092035 0.178264 0.003440 0.017611 0.005885 0.001661
0 -0.092890 0.181179 0.001180 0.013870 0.005395 0.001580
0 -0.096220 0.192723 0.001090 0.013737 0.004940 0.001555
0 -0.138465 0.371470 -0.014540 0.014049 -0.011830 0.009505
0 -0.136265 0.361532 -0.012070 0.012870 -0.011675 0.009345
0 -0.134310 0.352220 -0.009870 0.012751 -0.012040 0.009887
0 -0.132415 0.344020 -0.006695 0.007362 -0.016195 0.011274
0 -0.133605 0.349506 -0.007365 0.008730 -0.019890 0.016040
0 -0.138155 0.373239 -0.005870 0.006791 -0.021995 0.018179
0 -0.139800 0.379859 -0.005200 0.007026 -0.022335 0.018482
0 -0.138610 0.373950 -0.004835 0.006691 -0.021235 0.017435
0 -0.137660 0.368908 -0.002790 0.007373 -0.023495 0.019476
0 -0.136960 0.364729 -0.001750 0.008060 -0.026030 0.020735
0 -0.137630 0.368442 -0.002725 0.008034 -0.025695 0.020569
0 -0.137995 0.370465 -0.000065 0.008329 -0.024410 0.019916
0 -0.136405 0.362353 -0.000555 0.008150 -0.023465 0.019446
0 -0.133440 0.348405 -0.000890 0.008089 -0.023130 0.019418
0 -0.131515 0.340141 0.000145 0.008162 -0.022305 0.019025
0 -0.130450 0.334394 0.000880 0.008016 -0.020595 0.018811
0 -0.130690 0.335663 0.001305 0.007931 -0.017970 0.017836
0 -0.130965 0.337201 0.002040 0.007747 -0.016135 0.017234
0 -0.130840 0.336504 0.001825 0.007699 -0.016500 0.017122
0 -0.129465 0.328950 0.000330 0.008416 -0.016530 0.017110
0 -0.128765 0.325255 0.002195 0.009296 -0.016895 0.017150
0 -0.130230 0.331466 0.001190 0.009217 -0.016255 0.016698
0 -0.131055 0.335030 0.000120 0.008816 -0.015400 0.015601
0 -0.132370 0.340420 0.000945 0.008721 -0.014055 0.013642
0 -0.131455 0.336099 0.004670 0.005593 -0.010420 0.008824
0 -0.129010 0.321259 0.006105 0.005380 -0.008590 0.006721
0 -0.129715 0.324772 0.006470 0.005650 -0.007610 0.006071
0 -0.129835 0.325319 0.006805 0.005428 -0.006755 0.005900
0 -0.128890 0.321003 0.005710 0.004669 -0.004340 0.003787
0 -0.128675 0.319794 0.005220 0.004245 -0.002965 0.002408
0 -0.128675 0.319794 0.005950 0.004181 -0.002995 0.002421
0 -0.127130 0.332726 0.000670 0.022935 -0.002615 0.013491
0 -0.129050 0.343416 -0.001255 0.024694 -0.000935 0.014418
0 -0.131280 0.356037 -0.007210 0.028204 0.001260 0.015378
0 -0.133325 0.366355 -0.010995 0.028128 0.002360 0.015291
0 -0.131585 0.356598 -0.011910 0.028061 0.002420 0.015286
0 -0.129385 0.343955 -0.009160 0.024357 0.000555 0.015638
0 -0.126850 0.327919 -0.007725 0.024224 -0.001305 0.016664
0 -0.127060 0.329186 -0.013100 0.016361 -0.000910 0.016070
0 -0.127610 0.332054 -0.015240 0.016506 0.000435 0.014491
0 -0.127520 0.331656 -0.016830 0.016569 0.002450 0.012958
0 -0.126540 0.327742 -0.015670 0.016157 0.004680 0.010837
0 -0.124920 0.322434 -0.015365 0.016025 0.005715 0.010344
0 -0.128190 0.331063 -0.013960 0.015243 0.006510 0.010158
0 -0.127670 0.329578 -0.015610 0.013742 0.004860 0.009173
0 -0.128495 0.332295 -0.015855 0.013705 0.002660 0.007527
0 -0.126080 0.324510 -0.015000 0.013545 0.001350 0.006526
0 -0.123390 0.313754 -0.013715 0.013394 -0.000085 0.005635
0 -0.121860 0.308377 -0.013470 0.013395 -0.000880 0.005598
0 -0.116880 0.287614 -0.013345 0.013402 -0.001400 0.005757
0 -0.114585 0.273489 -0.010170 0.016277 -0.002285 0.006003
0 -0.113240 0.267622 -0.006260 0.013761 -0.003170 0.005600
0 -0.109060 0.247986 -0.004395 0.012031 -0.003995 0.004860
0 -0.106130 0.232091 -0.001555 0.006811 -0.004880 0.004001
0 -0.103045 0.217638 0.001255 0.005722 -0.006590 0.004528
0 -0.103015 0.217490 0.001010 0.005824 -0.009795 0.008751
0 -0.101975 0.212802 0.002510 0.006316 -0.011015 0.010458
0 -0.104450 0.228522 0.002205 0.006214 -0.010405 0.009830
0 -0.103630 0.223737 0.003120 0.005896 -0.008690 0.008727
0 -0.102165 0.216564 0.005075 0.005547 -0.007625 0.008521
0 -0.099905 0.208577 0.003885 0.006967 -0.008330 0.008674
0 -0.102135 0.218715 0.003275 0.007074 -0.010465 0.010569
0 -0.117360 0.270847 -0.000780 0.025180 -0.000850 0.013433
0 -0.118795 0.277497 -0.003405 0.023946 -0.002135 0.013935
0 -0.119955 0.282347 -0.005055 0.023206 -0.003235 0.014334
0 -0.118730 0.277017 -0.006980 0.023248 -0.004395 0.015263
0 -0.123035 0.304312 -0.009855 0.018629 -0.003235 0.013258
0 -0.124745 0.314579 -0.012970 0.020146 -0.002805 0.012335
0 -0.126300 0.323776 -0.013245 0.020269 -0.002070 0.011708
0 -0.125750 0.320732 -0.011995 0.019646 -0.002620 0.011787
0 -0.125415 0.318987 -0.007080 0.015483 -0.005430 0.010123
0 -0.126940 0.329329 -0.003265 0.010357 -0.007995 0.007088
0 -0.131770 0.359456 -0.002105 0.007983 -0.009095 0.006479
0 -0.134210 0.370841 -0.003205 0.007678 -0.008665 0.006528
0 -0.138090 0.387167 -0.004395 0.008902 -0.007930 0.006504
0 -0.139525 0.392919 -0.007420 0.008824 -0.008355 0.006508
0 -0.141970 0.404529 -0.009250 0.008076 -0.008810 0.006506
0 -0.143375 0.410712 -0.010500 0.009041 -0.008935 0.006529
0 -0.145600 0.421287 -0.010835 0.009079 -0.009725 0.006593
0 -0.147615 0.431178 -0.010160 0.009408 -0.010885 0.006657
0 -0.149050 0.437638 -0.010285 0.009377 -0.012810 0.007016
0 -0.149935 0.442593 -0.010465 0.009347 -0.014705 0.008590
0 -0.151370 0.450027 -0.010005 0.009104 -0.014525 0.008498
0 -0.152500 0.456346 -0.008295 0.009307 -0.013055 0.008068
0 -0.152345 0.455646 -0.008110 0.009283 -0.010580 0.008577
0 -0.157110 0.482790 -0.003805 0.013286 -0.007800 0.008183
0 -0.154790 0.466401 -0.003740 0.013317 -0.005540 0.007382
0 -0.154670 0.465612 -0.003315 0.012646 -0.002610 0.005038
0 -0.153420 0.458137 -0.003470 0.012745 -0.001450 0.004927
0 -0.151555 0.449713 -0.005605 0.014600 -0.000045 0.005201
0 -0.150055 0.443079 -0.008625 0.014883 0.001575 0.005374
0 -0.148835 0.434714 -0.010975 0.016642 0.002430 0.005786
0 -0.147670 0.425783 -0.009080 0.015107 0.003100 0.006026
0 -0.114700 0.265083 -0.003625 0.026007 -0.009120 0.007313
0 -0.113875 0.261372 -0.003415 0.025806 -0.009395 0.007076
0 -0.112440 0.254915 -0.002285 0.024059 -0.008845 0.007568
0 -0.108345 0.235221 -0.002285 0.024059 -0.006340 0.009866
0 -0.103730 0.212027 -0.000850 0.022924 -0.004290 0.011511
0 -0.104800 0.217094 -0.000605 0.022840 -0.003100 0.012143
0 -0.106695 0.226088 -0.002225 0.023050 -0.002120 0.012219
0 -0.108220 0.233468 -0.007265 0.013325 -0.001780 0.012265
0 -0.107670 0.231008 -0.010200 0.009182 -0.001475 0.012295
0 -0.109750 0.238984 -0.007755 0.007617 -0.001200 0.012212
0 -0.109475 0.237792 -0.006290 0.007424 -0.000835 0.011944
0 -0.109110 0.236340 -0.005160 0.007731 -0.001540 0.012435
0 -0.109845 0.238188 -0.004305 0.008616 -0.001115 0.012041
0 -0.112105 0.246076 -0.004580 0.008321 0.000290 0.011286
0 -0.112195 0.246454 -0.002105 0.007768 0.000685 0.011299
0 -0.111465 0.243356 -0.001620 0.007771 0.002270 0.010207
0 -0.110700 0.239519 0.000550 0.007269 0.003645 0.009404
0 -0.110545 0.238798 0.001525 0.007269 0.004135 0.008885
0 -0.113690 0.252265 0.000885 0.006700 0.004105 0.008927
0 -0.114730 0.257335 0.002075 0.005607 0.002820 0.009565
0 -0.115220 0.259543 0.002195 0.005510 0.001265 0.009593
0 -0.115615 0.261251 0.001830 0.005885 0.000070 0.009291
0 -0.115125 0.259425 0.003055 0.005132 -0.002250 0.008896
0 -0.115950 0.262305 0.002995 0.005156 -0.005975 0.007324
0 -0.117385 0.267662 0.003120 0.005134 -0.008480 0.005759
0 -0.117690 0.269266 0.004925 0.005982 -0.010590 0.005390
0 -0.118085 0.271493 0.004620 0.006260 -0.011415 0.005261
0 -0.119825 0.282145 0.004315 0.006329 -0.011935 0.005218
0 -0.120375 0.284592 0.004530 0.006393 -0.012390 0.005191
0 -0.119975 0.282798 0.003275 0.006631 -0.013065 0.005489
0 -0.119455 0.280720 0.003155 0.006585 -0.013370 0.005697
0 -0.125430 0.324806 -0.000700 0.015964 -0.003730 0.016507
0 -0.128790 0.348816 -0.004395 0.012731 0.001980 0.013091
0 -0.132550 0.372303 -0.006260 0.011409 0.006040 0.011906
0 -0.133500 0.376725 -0.006165 0.011372 0.007690 0.010708
0 -0.136250 0.389073 -0.005430 0.011041 0.008395 0.010670
0 -0.143215 0.437483 -0.001460 0.016991 0.005800 0.009093
0 -0.148745 0.484422 -0.000510 0.018608 0.003910 0.008007
0 -0.151615 0.506692 -0.001000 0.018990 0.002505 0.008120
0 -0.157080 0.540976 0.001105 0.018657 0.002230 0.008186
0 -0.159490 0.553719 0.002570 0.021338 0.001895 0.008332
0 -0.158240 0.545951 0.004160 0.024361 0.001410 0.008429
0 -0.158945 0.549471 0.006480 0.025023 0.001715 0.008413
0 -0.158915 0.549320 0.008250 0.024396 0.001655 0.008415
0 -0.163100 0.565591 0.008435 0.024492 0.002115 0.008170
0 -0.166065 0.578984 0.008040 0.024300 0.002880 0.008006
0 -0.170860 0.597670 0.009630 0.025671 0.003645 0.007822
0 -0.173790 0.611826 0.010795 0.024368 0.005480 0.006994
0 -0.171900 0.600202 0.013270 0.023433 0.005940 0.007072
0 -0.177950 0.636200 0.018520 0.025324 0.006275 0.007349
0 -0.176360 0.627173 0.018430 0.025271 0.005390 0.005946
