ElapsedTime	Mode0	Mode1	Acce0	Acce1	Acce2	Gyro0	Gyro1	Gyro2	Step
14	Stop	Left	-0.2753	10.0153	0.3017	0.1022	0.0784	0.0562	0.0
63	Stop	Left	0.4238	10.2595	0.5220	0.0955	0.1309	0.0525	0.0
128	Stop	Left	-0.2275	10.1589	0.7734	0.1499	0.2946	-0.1075	0.0
195	Stop	Left	0.3687	9.9243	0.1269	0.2733	0.1645	0.0635	0.0
245	Stop	Left	-0.4046	9.8237	0.3400	0.1322	0.3423	-0.0636	0.0
311	Stop	Left	0.2825	9.7160	-0.0718	0.2623	0.3252	-0.0043	0.0
378	Stop	Left	-0.7015	9.5388	-0.2682	0.1731	0.2433	0.0110	0.0
427	Stop	Left	0.0742	9.4047	-0.2993	0.1077	0.2794	0.0256	0.0
494	Stop	Left	-0.1628	9.4646	-0.2682	0.1664	0.2769	0.0073	0.0
546	Stop	Left	0.0431	9.7710	-1.0104	0.1615	0.3111	-0.0348	0.0
612	Stop	Left	0.2993	9.7830	-0.4238	0.0399	0.2696	0.0379	0.0
678	Stop	Left	-0.3304	9.8836	-0.9864	-0.0218	0.2152	-0.0605	0.0
729	Stop	Left	0.1963	9.8979	-0.4693	0.0460	0.2488	0.0311	0.0
794	Stop	Left	-0.2251	9.8788	-0.4645	0.0668	0.2281	-0.0092	0.0
843	Stop	Left	0.0934	10.0416	-0.6967	0.0967	0.3026	-0.0257	0.0
910	Stop	Left	-0.5650	10.0129	-0.9697	0.2348	0.2165	-0.0599	0.0
978	Stop	Left	0.2275	10.0033	-0.4980	0.1511	0.3954	-0.0019	0.0
1026	Stop	Left	0.0503	9.9889	-1.2833	0.2867	0.1621	-0.0122	0.0
1093	Stop	Left	-0.1939	9.8261	-0.9170	0.1071	0.1719	-0.0538	0.0
1142	Stop	Left	-0.2370	9.7662	-1.2546	0.1926	0.2629	-0.0275	0.0
1209	Stop	Left	-0.4908	9.6010	-0.7662	0.1145	0.1908	-0.0458	0.0
1275	Stop	Left	-0.2346	9.6034	-1.7598	0.2049	0.3289	0.0409	0.0
1326	Stop	Left	-0.4717	9.6106	-1.0176	0.0949	0.3490	-0.0086	0.0
1392	Stop	Left	-0.4358	9.6082	-1.5323	0.1316	0.4443	-0.0074	0.0
1458	Stop	Left	-0.4118	9.6106	-2.1644	0.0711	0.5262	-0.0367	0.0
1509	Stop	Left	-0.1341	9.5364	-1.1900	-0.1317	0.7216	-0.0684	0.0
1574	Stop	Left	-0.2610	9.5532	-1.5252	0.0283	0.5127	0.0061	0.0
1625	Stop	Left	-0.2969	9.6465	-1.2378	-0.0254	0.4962	-0.0171	0.0
1691	Stop	Left	0.1389	9.6968	-1.7287	-0.0590	0.6153	-0.0300	0.0
1757	Stop	Left	-0.1437	9.6202	-0.9888	-0.1128	0.5830	-0.1167	0.0
1806	Stop	Left	-0.2107	9.7854	-1.1493	-0.0853	0.6563	-0.1088	0.0
1874	Stop	Left	-0.2442	9.7854	-0.8045	-0.0432	0.6117	-0.0507	0.0
1923	Stop	Left	0.0000	9.8189	-1.0631	-0.0529	0.6050	-0.0709	0.0
1989	Stop	Left	0.0910	9.8548	-1.1564	-0.0822	0.6685	-0.0721	0.0
2056	Stop	Left	0.1101	9.7998	-0.8332	-0.0572	0.5524	-0.0348	0.0
2106	Stop	Left	0.1963	9.9674	-1.4773	-0.1446	0.6789	-0.0672	0.0
2171	Stop	Left	-0.2921	9.5891	-0.8404	-0.2234	0.4742	-0.1234	0.0
2238	Stop	Left	-0.2634	9.9123	-0.4453	-0.2502	0.5744	-0.0745	0.0
2286	Stop	Left	-0.2322	9.8022	-0.9314	-0.0224	0.6153	-0.0287	0.0
2352	Stop	Left	-0.3304	9.8477	-0.5052	-0.0957	0.6526	-0.0422	0.0
