class gyro0mean gyro0var gyro1mean gyro1var gyro2mean gyro2var
1 -0.002055 0.141563 0.140855 0.545675 0.021305 0.233433
1 -0.009755 0.133433 0.137680 0.528620 0.022620 0.234178
1 -0.015375 0.130437 0.126380 0.494540 0.026040 0.245666
1 -0.015955 0.130968 0.118100 0.480435 0.035540 0.253897
1 -0.029575 0.097497 0.108695 0.453093 0.037620 0.258596
1 -0.037910 0.065111 0.100055 0.422652 0.037560 0.258522
1 -0.032470 0.072501 0.084970 0.344618 0.035240 0.250673
1 -0.021930 0.084204 0.071960 0.278227 0.026565 0.221211
1 -0.011150 0.098316 0.058795 0.189294 0.014290 0.183488
1 0.003540 0.109299 0.047680 0.132835 -0.000830 0.187381
1 0.019240 0.138017 0.042460 0.099793 -0.010725 0.185466
1 0.015085 0.146212 0.035740 0.083035 -0.020835 0.185146
1 0.026815 0.201837 0.040660 0.114009 -0.024010 0.178762
1 0.032310 0.207788 0.041945 0.120788 -0.028040 0.181164
1 0.029925 0.211623 0.050985 0.175887 -0.030210 0.181567
1 0.023605 0.212391 0.060085 0.196498 -0.031280 0.179618
1 0.026875 0.213600 0.053245 0.214948 -0.013565 0.206170
1 0.028100 0.212476 0.049395 0.221626 0.007080 0.242350
1 0.027760 0.212444 0.044755 0.217498 0.026535 0.285392
1 0.030385 0.209902 0.035715 0.213090 0.042905 0.295649
1 0.035240 0.204991 0.026460 0.214869 0.051575 0.308910
1 0.039610 0.203405 0.013815 0.223951 0.053775 0.313113
1 0.045475 0.206460 0.007400 0.248503 0.051240 0.303843
1 0.053510 0.222008 -0.000755 0.286282 0.048065 0.293179
1 0.062520 0.226080 -0.008270 0.313524 0.046995 0.290353
1 0.060500 0.226983 -0.012395 0.319106 0.049895 0.297160
1 0.063490 0.240546 -0.018535 0.338147 0.052675 0.306994
1 0.057930 0.224274 -0.022875 0.345259 0.048980 0.312875
1 0.052920 0.206874 -0.024830 0.343527 0.052340 0.311016
1 0.045040 0.180349 -0.027120 0.343811 0.066295 0.299452
1 0.036610 0.140911 -0.038055 0.343558 0.090975 0.446020
1 0.040065 0.132983 -0.039030 0.343976 0.112050 0.534176
1 0.025220 0.081430 -0.050090 0.299679 0.122005 0.578416
1 0.021405 0.074688 -0.054610 0.280837 0.133245 0.600679
1 0.026845 0.072663 -0.067345 0.219302 0.135840 0.599789
1 0.028095 0.069974 -0.067315 0.219487 0.124020 0.643001
1 0.026905 0.068550 -0.058945 0.204038 0.097080 0.709195
1 0.024675 0.071483 -0.047400 0.221960 0.073535 0.699415
1 0.019730 0.081405 -0.045170 0.222211 0.047820 0.709170
1 0.029870 0.123450 -0.036130 0.228080 0.025890 0.744296
1 0.028555 0.122908 -0.031425 0.219223 0.000815 0.868786
1 0.028155 0.122411 -0.024735 0.199128 -0.015070 0.923490
1 0.031880 0.138734 -0.021040 0.181213 -0.030190 0.972701
1 0.033375 0.147376 -0.018410 0.163339 -0.042015 1.001907
1 0.028945 0.137020 -0.017190 0.155877 -0.053590 1.027677
1 0.036735 0.151964 -0.023575 0.191232 -0.064495 1.034655
1 0.032765 0.135296 -0.023700 0.191931 -0.083005 1.081014
1 0.038750 0.154128 -0.029655 0.226140 -0.089790 1.118394
1 0.035730 0.153229 -0.034755 0.235930 -0.106010 1.205985
1 0.030385 0.163342 -0.045020 0.288468 -0.119995 1.212921
1 0.029285 0.162365 -0.049480 0.315699 -0.151335 1.096859
1 0.028000 0.164174 -0.061915 0.387307 -0.183620 1.089209
1 0.027935 0.164335 -0.067505 0.401923 -0.211750 1.151000
1 0.028145 0.164401 -0.081040 0.442656 -0.224395 1.124317
1 0.030890 0.172337 -0.093625 0.508643 -0.228455 1.125158
1 0.030860 0.172387 -0.113475 0.542247 -0.220790 1.089832
1 0.023070 0.191036 -0.121600 0.555563 -0.209795 0.999856
1 0.024595 0.188605 -0.135310 0.544089 -0.203995 0.964486
1 0.033515 0.184769 -0.143775 0.562669 -0.196270 0.909996
1 0.029360 0.157649 -0.156725 0.571676 -0.193520 0.885768
1 0.039350 0.196323 -0.163045 0.586062 -0.188600 0.823688
1 0.044790 0.213904 -0.168940 0.600269 -0.193150 0.874876
1 0.041460 0.198873 -0.169825 0.603306 -0.193120 0.874608
1 0.033305 0.173534 -0.168390 0.596315 -0.196445 0.901914
1 0.043110 0.217397 -0.165365 0.583851 -0.197425 0.908725
1 0.025915 0.249157 -0.152840 0.548733 -0.196600 0.905099
1 0.016845 0.258143 -0.140195 0.544472 -0.177630 0.865380
1 0.007040 0.241807 -0.129685 0.505521 -0.157895 0.862095
1 0.011130 0.245005 -0.125685 0.496846 -0.134195 0.807302
1 0.018155 0.236692 -0.121470 0.465778 -0.126225 0.784448
1 0.017480 0.236555 -0.117255 0.440239 -0.114985 0.735365
1 0.020045 0.234310 -0.117405 0.441839 -0.102005 0.636678
1 0.022155 0.230828 -0.123850 0.488995 -0.089510 0.528540
1 0.024510 0.234010 -0.126840 0.517452 -0.093055 0.544916
1 0.026220 0.242015 -0.126810 0.517147 -0.093850 0.546836
1 0.023990 0.247729 -0.129680 0.547946 -0.097180 0.557269
1 0.030985 0.228752 -0.130110 0.550112 -0.094555 0.549461
1 0.027105 0.238630 -0.130510 0.552033 -0.093945 0.547168
1 0.014825 0.260218 -0.121405 0.534132 -0.083925 0.545383
1 0.004135 0.253451 -0.114745 0.512315 -0.065080 0.537600
1 -0.008205 0.216380 -0.103385 0.508204 -0.042050 0.498153
1 -0.022225 0.217580 -0.093370 0.499218 -0.020060 0.397133
1 -0.034170 0.234943 -0.082495 0.503588 -0.003475 0.352910
1 -0.036245 0.236686 -0.068385 0.519940 0.017750 0.322001
1 -0.048310 0.191676 -0.055250 0.547965 0.036385 0.315737
1 -0.037865 0.145804 -0.046605 0.595062 0.045210 0.306809
1 -0.032365 0.133122 -0.040890 0.633932 0.038945 0.290960
1 -0.028300 0.130905 -0.028675 0.697250 0.024800 0.267334
1 -0.027535 0.133046 -0.015910 0.752478 0.012860 0.242710
1 -0.029245 0.131286 -0.004455 0.737248 0.010140 0.245568
1 -0.028815 0.131372 0.007395 0.738729 0.008765 0.246505
1 -0.025210 0.137443 0.030635 0.699081 0.012280 0.242135
1 -0.026035 0.138303 0.054830 0.685932 0.023180 0.247330
1 -0.029150 0.134723 0.084275 0.705804 0.038790 0.246737
1 -0.039500 0.120806 0.110820 0.705669 0.053360 0.287764
1 -0.042615 0.135035 0.139070 0.674993 0.070250 0.321145
1 -0.048325 0.146758 0.157215 0.702096 0.085890 0.383453
1 -0.047070 0.142437 0.173590 0.718393 0.099665 0.405774
1 -0.040840 0.117218 0.178445 0.733025 0.103055 0.422064
1 -0.041325 0.119030 0.185775 0.745631 0.099815 0.404318
1 -0.041295 0.118974 0.183150 0.738951 0.096150 0.383318
1 -0.033140 0.099504 0.179670 0.734924 0.097190 0.387855
1 -0.025195 0.075258 0.175025 0.723946 0.097130 0.387631
1 -0.016615 0.090134 0.163055 0.705681 0.084760 0.363904
1 -0.017470 0.091407 0.152150 0.677472 0.070985 0.343156
1 -0.013865 0.095637 0.142495 0.632602 0.064815 0.343179
1 -0.015670 0.097204 0.136995 0.596739 0.057975 0.361995
1 -0.017655 0.096689 0.130670 0.551184 0.059720 0.356160
1 -0.023980 0.093150 0.126915 0.522539 0.070715 0.373659
1 -0.029265 0.102519 0.129845 0.534691 0.081895 0.398293
1 -0.030275 0.102551 0.128380 0.528796 0.092650 0.429649
1 -0.038550 0.103951 0.126000 0.513512 0.100160 0.452143
1 -0.037570 0.103015 0.117570 0.466267 0.103340 0.471033
1 -0.035680 0.104295 0.107855 0.383878 0.106360 0.492978
1 -0.028140 0.105922 0.098995 0.321352 0.104860 0.481090
1 -0.019130 0.085697 0.091145 0.265351 0.098570 0.442491
1 -0.012410 0.074216 0.088210 0.242767 0.088095 0.379439
1 -0.004620 0.074972 0.089000 0.249099 0.081775 0.350252
1 0.001640 0.080374 0.091350 0.263358 0.077470 0.330954
1 0.002920 0.075888 0.093975 0.278795 0.067700 0.327722
1 0.006005 0.073769 0.099565 0.300632 0.065865 0.321130
1 0.007350 0.075551 0.109095 0.336192 0.064155 0.314020
1 0.005975 0.076232 0.114350 0.350583 0.070540 0.354343
1 -0.001445 0.060268 0.128765 0.388046 0.089205 0.437556
1 0.002465 0.059091 0.140525 0.423028 0.106950 0.491747
1 0.002190 0.058412 0.144770 0.433610 0.124545 0.570405
1 -0.000465 0.065537 0.142540 0.425982 0.144060 0.612819
1 0.000055 0.065350 0.129865 0.431082 0.163970 0.714917
1 -0.000980 0.067860 0.117095 0.417941 0.165435 0.724259
1 0.010320 0.074309 0.106955 0.404800 0.155755 0.698754
1 0.014720 0.079760 0.098645 0.403418 0.141855 0.677426
1 0.021835 0.074505 0.087710 0.390693 0.129150 0.666766
1 0.012640 0.114526 0.083430 0.388156 0.120535 0.634716
1 0.007020 0.119627 0.074205 0.379186 0.106245 0.595544
1 0.002105 0.113764 0.059240 0.415093 0.091860 0.572759
1 -0.004765 0.123611 0.053285 0.405032 0.088925 0.565512
1 -0.012585 0.140523 0.044125 0.378115 0.093260 0.580979
1 -0.019370 0.137036 0.030290 0.337999 0.099795 0.611569
1 -0.030700 0.149702 0.019420 0.307669 0.100925 0.615152
1 -0.033815 0.162690 0.010775 0.276306 0.109595 0.613639
1 -0.035985 0.163216 0.002160 0.251520 0.112955 0.627460
1 -0.038825 0.160902 -0.006635 0.214243 0.114940 0.635738
1 -0.033420 0.167400 -0.015525 0.200640 0.109290 0.598901
1 -0.029575 0.170433 -0.025940 0.153945 0.093895 0.510798
1 -0.028995 0.171335 -0.036690 0.114055 0.081035 0.446125
1 -0.024290 0.191563 -0.038610 0.106791 0.064755 0.363386
1 -0.013970 0.195921 -0.042060 0.101559 0.052845 0.299472
1 -0.012385 0.196727 -0.030575 0.095433 0.029330 0.207486
1 -0.002215 0.209364 -0.023885 0.088064 0.015555 0.183557
1 -0.009300 0.193228 -0.016005 0.093232 0.012100 0.191592
1 -0.012750 0.187480 -0.009255 0.091702 0.022670 0.196510
1 -0.016200 0.184744 -0.003820 0.087153 0.034890 0.207000
1 -0.005785 0.145084 -0.000705 0.088096 0.043075 0.237448
1 -0.006025 0.145857 0.003940 0.084820 0.049000 0.234663
1 -0.005660 0.145635 0.017655 0.046588 0.056730 0.227043
1 0.002340 0.137790 0.017350 0.046813 0.056855 0.227220
1 0.012540 0.125112 0.017655 0.046648 0.048825 0.209824
1 0.016240 0.122224 0.019275 0.043490 0.031570 0.201100
1 0.024120 0.101827 0.017440 0.047672 0.019230 0.215449
1 0.030625 0.082750 0.009010 0.074635 0.006495 0.236025
1 0.023815 0.109707 0.005500 0.081565 -0.005570 0.225733
1 0.025800 0.110398 -0.002750 0.102906 -0.019955 0.233450
1 0.019480 0.105856 -0.004490 0.107668 -0.033640 0.246265
1 0.016640 0.102755 -0.009225 0.115264 -0.035565 0.248061
1 0.016610 0.102705 -0.011520 0.118820 -0.032845 0.251369
1 0.010500 0.080361 -0.016225 0.113711 -0.028385 0.253872
1 0.004700 0.067736 -0.016440 0.113711 -0.027650 0.254659
1 -0.000735 0.073507 -0.021785 0.103618 -0.018795 0.238511
1 -0.009470 0.057678 -0.025235 0.102973 -0.011250 0.233381
1 -0.008800 0.057489 -0.031925 0.095285 -0.004805 0.226382
1 -0.004160 0.067386 -0.035560 0.091427 -0.015040 0.219690
1 0.002345 0.080317 -0.038185 0.090514 -0.030040 0.221954
1 0.011050 0.113436 -0.040690 0.088958 -0.052795 0.266261
1 0.016150 0.106728 -0.043380 0.088517 -0.066540 0.312811
1 0.011630 0.117159 -0.046985 0.083584 -0.081935 0.371274
1 0.019755 0.161316 -0.044235 0.084594 -0.088165 0.375921
1 0.029405 0.225612 -0.039015 0.093923 -0.092720 0.387678
1 0.029100 0.225445 -0.033580 0.099264 -0.089665 0.372673
1 0.026445 0.226809 -0.025055 0.103464 -0.082730 0.351163
1 0.030690 0.232602 -0.014545 0.079286 -0.067610 0.343820
1 0.041260 0.206474 -0.009570 0.072571 -0.060370 0.336957
1 0.036770 0.209536 -0.001415 0.051278 -0.052400 0.312925
1 0.036830 0.209427 0.000085 0.047020 -0.043755 0.287770
1 0.037655 0.209632 0.001245 0.043483 -0.042290 0.286158
1 0.040035 0.215768 -0.000980 0.050999 -0.048520 0.287187
1 0.043760 0.225625 -0.006540 0.067904 -0.052855 0.284364
1 0.046080 0.227273 -0.012130 0.080948 -0.063270 0.312920
1 0.059090 0.251560 -0.022420 0.125909 -0.071880 0.327013
1 0.058845 0.252028 -0.030760 0.163630 -0.080950 0.337600
1 0.057105 0.253496 -0.038700 0.200873 -0.086995 0.342279
1 0.050965 0.244827 -0.045205 0.220245 -0.090080 0.356214
1 0.045680 0.232262 -0.047005 0.222772 -0.081590 0.333899
1 0.033125 0.204652 -0.046210 0.222733 -0.069005 0.259051
1 0.032390 0.204363 -0.047430 0.224429 -0.055170 0.212761
1 0.034435 0.197539 -0.051495 0.231304 -0.043380 0.150399
1 0.019380 0.157791 -0.057055 0.235415 -0.040695 0.144358
1 0.003715 0.090700 -0.067715 0.239116 -0.036690 0.132725
1 -0.000715 0.096419 -0.078220 0.249328 -0.036690 0.132725
1 -0.000840 0.096615 -0.092485 0.273454 -0.037700 0.133563
1 -0.005265 0.090614 -0.105040 0.310623 -0.045490 0.115029
1 -0.004840 0.091467 -0.113620 0.332908 -0.061465 0.186326
1 0.007040 0.119383 -0.121315 0.349861 -0.078785 0.302851
1 0.012110 0.120868 -0.125290 0.364105 -0.098425 0.444785
1 0.006860 0.128569 -0.128010 0.373404 -0.119410 0.628953
1 -0.008380 0.166463 -0.128010 0.373404 -0.130895 0.710401
1 -0.009815 0.161205 -0.123400 0.358760 -0.135935 0.725184
1 -0.013905 0.160732 -0.122790 0.356260 -0.133980 0.713508
1 -0.023400 0.128304 -0.112470 0.313362 -0.122925 0.707571
1 -0.022085 0.126572 -0.104040 0.276915 -0.108600 0.722090
1 -0.017990 0.127613 -0.096065 0.240662 -0.096905 0.739907
1 -0.018935 0.128820 -0.091970 0.224945 -0.083250 0.736004
1 -0.019240 0.128735 -0.092490 0.226110 -0.080225 0.741961
1 -0.017130 0.124803 -0.095300 0.228246 -0.078025 0.741905
1 -0.017710 0.124822 -0.094170 0.226743 -0.080895 0.738820
1 -0.011965 0.124108 -0.093770 0.225515 -0.080130 0.738663
1 -0.004635 0.121327 -0.093435 0.224594 -0.080770 0.739530
1 -0.006315 0.125731 -0.089830 0.213380 -0.083095 0.744520
1 -0.002805 0.119950 -0.081860 0.197756 -0.079675 0.736513
1 -0.004820 0.124823 -0.079845 0.184456 -0.084900 0.753408
1 -0.006840 0.127280 -0.065705 0.150825 -0.092870 0.783935
1 -0.012185 0.127018 -0.049000 0.159991 -0.081780 0.713520
1 -0.022570 0.096021 -0.030000 0.201088 -0.055205 0.633024
1 -0.028985 0.097140 -0.012435 0.230043 -0.025550 0.534651
1 -0.027095 0.091969 0.003815 0.258458 0.005300 0.379545
1 -0.020070 0.051738 0.017005 0.271479 0.026710 0.306665
1 -0.028805 0.054998 0.025955 0.288959 0.042255 0.321169
1 -0.029175 0.055602 0.037350 0.293456 0.060550 0.353281
1 -0.025055 0.060885 0.043795 0.307847 0.067635 0.398156
1 -0.023805 0.060526 0.053205 0.331362 0.060335 0.372868
1 -0.026005 0.058278 0.065300 0.369625 0.053005 0.351240
1 -0.021700 0.058613 0.077700 0.399745 0.049095 0.338220
1 -0.023165 0.059235 0.089735 0.423990 0.045860 0.332957
1 -0.025305 0.063223 0.101465 0.452480 0.048425 0.337132
1 -0.030435 0.075003 0.112030 0.483588 0.052790 0.343298
1 -0.033550 0.072007 0.121100 0.486299 0.060360 0.364910
1 -0.044915 0.093959 0.129925 0.490491 0.063720 0.363055
1 -0.048735 0.112059 0.134235 0.488801 0.074535 0.373305
1 -0.053160 0.120556 0.136865 0.493632 0.090965 0.459899
1 -0.053555 0.121852 0.146975 0.471432 0.112530 0.523181
1 -0.059510 0.147488 0.151560 0.492832 0.129510 0.512212
1 -0.068795 0.200354 0.150065 0.483539 0.137080 0.517309
1 -0.070015 0.202249 0.147620 0.462980 0.125565 0.487424
1 -0.068855 0.199710 0.146765 0.456144 0.110630 0.453763
1 -0.065585 0.197769 0.133665 0.420518 0.097040 0.431363
1 -0.058070 0.199014 0.117235 0.429372 0.093100 0.417865
1 -0.051625 0.191097 0.103250 0.432707 0.086930 0.389656
1 -0.044965 0.197228 0.090695 0.435217 0.073365 0.340961
1 -0.047410 0.192362 0.078080 0.439289 0.057300 0.296954
1 -0.044965 0.195380 0.062990 0.436529 0.046335 0.338814
1 -0.042765 0.197711 0.043775 0.430241 0.037050 0.372847
1 0.007315 0.148031 0.153975 0.586948 0.044420 0.138992
1 -0.002000 0.148471 0.159440 0.607369 0.036445 0.131263
1 -0.011775 0.159148 0.164510 0.637728 0.031070 0.123037
1 -0.012965 0.156786 0.168085 0.654950 0.029910 0.119326
1 -0.005695 0.125777 0.177035 0.722674 0.033145 0.118287
1 -0.009085 0.144019 0.182260 0.762001 0.030180 0.116666
1 -0.014520 0.157207 0.185680 0.782070 0.027370 0.109522
1 -0.006520 0.144223 0.188890 0.801322 0.034185 0.116422
1 -0.003950 0.140529 0.188705 0.800464 0.036290 0.116581
1 -0.001325 0.138091 0.198360 0.866146 0.038580 0.116016
1 0.005455 0.149616 0.203765 0.893257 0.043710 0.125176
1 0.013240 0.179194 0.213815 0.962425 0.053270 0.141992
1 0.013640 0.181140 0.221325 1.029301 0.053180 0.141516
1 0.011960 0.172386 0.220805 1.024819 0.048170 0.116012
1 0.015810 0.177808 0.229600 1.080224 0.049420 0.118180
1 0.019935 0.172042 0.226695 1.052750 0.052900 0.123559
1 0.024915 0.187297 0.220860 0.992798 0.051405 0.117505
1 0.019720 0.182614 0.214325 0.934122 0.038730 0.115884
1 0.021035 0.182311 0.206510 0.868811 0.039890 0.112944
1 0.013830 0.167647 0.208920 0.884930 0.033265 0.112302
1 0.006650 0.173022 0.210750 0.895083 0.028500 0.115560
1 0.008970 0.166397 0.211880 0.902163 0.029235 0.114161
1 0.014285 0.150913 0.202195 0.862920 0.029480 0.114035
1 0.011935 0.149696 0.192940 0.839942 0.023340 0.112272
1 0.010865 0.151650 0.173240 0.775999 0.016715 0.123230
1 0.020090 0.123118 0.156625 0.726152 0.014275 0.127093
1 0.028030 0.111239 0.139830 0.716250 0.010795 0.126888
1 0.026445 0.109864 0.122205 0.710188 0.004105 0.119468
1 0.030350 0.114101 0.108370 0.721596 0.003525 0.119034
1 0.031390 0.114591 0.090775 0.654473 0.006030 0.123383
1 0.028060 0.104519 0.074620 0.639084 0.009055 0.138856
1 0.020820 0.075652 0.054645 0.575149 0.005175 0.122895
1 0.024700 0.101099 0.035010 0.488749 0.003250 0.114067
1 0.010525 0.117276 0.023740 0.440454 -0.013730 0.175085
1 0.003680 0.115744 0.004010 0.394123 -0.023015 0.187576
1 -0.007990 0.166808 -0.014985 0.371994 -0.029425 0.184189
1 -0.019780 0.161953 -0.039725 0.407949 -0.032815 0.176520
1 -0.027565 0.194640 -0.056585 0.405381 -0.036480 0.199421
1 -0.027870 0.194558 -0.070180 0.400748 -0.038525 0.205014
1 -0.025185 0.195404 -0.085875 0.370205 -0.038895 0.205958
1 -0.014645 0.202316 -0.096075 0.341625 -0.034715 0.202688
1 -0.004840 0.222215 -0.106610 0.308664 -0.030625 0.203299
1 0.006460 0.264640 -0.103035 0.316642 -0.026195 0.209823
1 0.010400 0.269223 -0.098515 0.322001 -0.021795 0.208468
1 0.008050 0.276720 -0.086240 0.332149 -0.014860 0.198389
1 0.016265 0.308674 -0.085265 0.329464 -0.004140 0.217460
1 0.025125 0.355017 -0.083190 0.319434 0.003005 0.228543
1 0.023015 0.356292 -0.085450 0.335659 0.000590 0.234632
1 0.011840 0.376416 -0.083495 0.325538 -0.004235 0.241399
1 0.009855 0.376154 -0.085755 0.334033 -0.004570 0.240520
1 0.006100 0.375275 -0.082795 0.322218 -0.010740 0.216535
1 0.004330 0.374529 -0.080140 0.313098 -0.016695 0.215217
1 -0.004345 0.333878 -0.078340 0.308624 -0.023230 0.207048
1 0.006315 0.307079 -0.083930 0.321133 -0.011535 0.140583
1 0.016120 0.320801 -0.090160 0.369938 -0.003625 0.125421
1 0.031700 0.276183 -0.091505 0.379085 -0.000725 0.122742
1 0.040680 0.268888 -0.086740 0.334676 -0.004605 0.125469
1 0.039580 0.277556 -0.084755 0.323317 -0.002375 0.110115
1 0.043520 0.283801 -0.093305 0.395701 0.004770 0.104596
1 0.044865 0.286202 -0.100670 0.449024 0.005565 0.102634
1 0.040865 0.273617 -0.109130 0.488229 -0.004665 0.136157
1 0.031090 0.254556 -0.115545 0.511511 -0.014620 0.158483
1 0.014690 0.227164 -0.125565 0.514666 -0.026440 0.176200
1 0.007940 0.226939 -0.135065 0.521766 -0.029160 0.175190
1 0.009560 0.221299 -0.149360 0.520073 -0.031485 0.174225
1 -0.005770 0.204984 -0.156140 0.553584 -0.043125 0.157154
1 -0.020830 0.162536 -0.160690 0.579406 -0.052165 0.149133
1 -0.021045 0.162847 -0.157240 0.556794 -0.052195 0.149235
1 -0.009560 0.144340 -0.153390 0.546348 -0.049080 0.143040
1 -0.003425 0.155548 -0.147340 0.533574 -0.053115 0.139133
1 0.005830 0.178201 -0.137900 0.543819 -0.054215 0.137955
1 0.012060 0.191895 -0.130325 0.549593 -0.051435 0.135257
1 0.012365 0.192296 -0.127455 0.548106 -0.052355 0.136792
1 0.011635 0.191247 -0.123055 0.536554 -0.054250 0.139997
1 0.003510 0.174357 -0.118780 0.500010 -0.048630 0.160133
1 -0.000400 0.167128 -0.119450 0.505068 -0.036840 0.219478
1 -0.006295 0.164176 -0.117070 0.489828 -0.036415 0.218620
1 0.000730 0.126069 -0.116855 0.488800 -0.035315 0.212583
1 -0.006205 0.122772 -0.106195 0.408030 -0.042950 0.219361
1 -0.008985 0.119116 -0.102255 0.374164 -0.037575 0.219848
1 -0.011890 0.117690 -0.099810 0.356932 -0.027100 0.187236
1 -0.009630 0.115514 -0.102010 0.372547 -0.018790 0.163352
1 -0.004470 0.101242 -0.106375 0.399181 -0.011890 0.139358
1 0.001055 0.098863 -0.112115 0.438704 -0.011705 0.139234
1 0.008475 0.099921 -0.113030 0.444217 -0.015400 0.146723
1 0.019530 0.092514 -0.114220 0.453985 -0.014450 0.144011
1 0.025365 0.087012 -0.114040 0.452633 -0.013290 0.141306
1 0.030070 0.088210 -0.116695 0.469421 -0.009320 0.133773
1 0.027225 0.083212 -0.125645 0.512575 -0.015155 0.152174
1 0.029335 0.093879 -0.134170 0.539362 -0.022145 0.176686
1 0.019530 0.072493 -0.146020 0.537985 -0.033080 0.218182
1 0.008595 0.069148 -0.156035 0.539787 -0.032990 0.218194
1 -0.000720 0.090329 -0.162450 0.551819 -0.031125 0.215714
1 -0.003015 0.089747 -0.166115 0.560078 -0.027335 0.211994
1 -0.003810 0.090913 -0.161165 0.536453 -0.036770 0.192953
1 -0.004910 0.091071 -0.155820 0.506515 -0.049510 0.133658
1 -0.002070 0.089023 -0.154905 0.501930 -0.047555 0.131623
1 0.001930 0.084944 -0.151210 0.490313 -0.042090 0.116078
1 0.008770 0.087825 -0.149440 0.485840 -0.034760 0.108667
1 0.013565 0.097817 -0.142110 0.456487 -0.035000 0.108154
1 0.022820 0.125337 -0.136005 0.434803 -0.031180 0.118110
1 0.027705 0.134245 -0.128370 0.397685 -0.030600 0.118515
1 0.029080 0.133939 -0.122600 0.365967 -0.030995 0.118848
1 0.025170 0.133322 -0.115730 0.321905 -0.030200 0.118654
1 0.025200 0.133414 -0.114995 0.317428 -0.024245 0.112130
1 0.018205 0.126849 -0.110445 0.286185 -0.022140 0.108729
1 0.007330 0.158816 -0.106565 0.263297 -0.023025 0.110680
1 0.000735 0.161811 -0.099570 0.231037 -0.022625 0.110630
1 -0.001980 0.162921 -0.091780 0.189464 -0.013310 0.094328
1 -0.014655 0.151480 -0.086890 0.166592 -0.006075 0.069536
1 -0.015785 0.153868 -0.084965 0.158965 0.004800 0.027420
1 -0.011720 0.144167 -0.084415 0.156711 0.003335 0.028132
1 -0.003780 0.121931 -0.084075 0.155196 0.004070 0.027867
1 0.001110 0.128242 -0.086735 0.168339 0.003155 0.027773
1 0.009175 0.139725 -0.090495 0.185059 0.003245 0.027612
1 0.014215 0.146784 -0.091290 0.188173 0.000620 0.031764
1 0.017085 0.151160 -0.096695 0.225629 0.007430 0.047835
1 0.027895 0.203686 -0.109985 0.319740 0.014670 0.063227
1 0.031255 0.218647 -0.119760 0.376438 0.006945 0.073019
1 0.019375 0.227897 -0.126905 0.404841 -0.009245 0.145966
1 0.006975 0.206499 -0.134265 0.434803 -0.013890 0.135594
1 -0.002460 0.206032 -0.138235 0.448251 -0.013250 0.136330
1 -0.004325 0.206695 -0.134355 0.441983 -0.013190 0.136269
1 -0.005330 0.208448 -0.131145 0.434425 -0.015025 0.137543
1 -0.011530 0.204227 -0.126380 0.416011 -0.016125 0.136637
1 -0.008780 0.202313 -0.124455 0.407828 -0.012675 0.138668
1 0.000015 0.169444 -0.124605 0.408484 -0.008825 0.134655
1 0.011040 0.183942 -0.131665 0.440873 -0.008705 0.134661
1 0.015500 0.185108 -0.135085 0.452889 -0.014200 0.135953
1 0.027290 0.190876 -0.144985 0.518030 -0.010625 0.139181
1 0.041310 0.232142 -0.154855 0.587240 -0.010410 0.139306
1 0.047480 0.241960 -0.163165 0.645859 -0.010930 0.139956
1 0.054720 0.264793 -0.174925 0.749980 -0.010595 0.139988
1 0.061070 0.300786 -0.183690 0.831700 -0.012460 0.141814
1 0.055055 0.287927 -0.191540 0.901508 -0.009465 0.140233
1 0.047725 0.284957 -0.198350 0.947476 -0.008245 0.137643
1 0.038440 0.295135 -0.199660 0.959798 -0.013925 0.121500
1 0.021275 0.255616 -0.192540 0.893128 -0.017130 0.109343
1 0.009945 0.240969 -0.192815 0.895786 -0.006625 0.108185
1 0.014250 0.224687 -0.197885 0.939983 0.005655 0.033633
1 0.018525 0.218142 -0.203350 0.989500 0.003580 0.034644
1 0.022495 0.209516 -0.213090 1.074506 -0.003565 0.045204
1 0.026530 0.211359 -0.227565 1.156801 -0.007105 0.053776
1 0.028025 0.208949 -0.243540 1.272698 -0.011470 0.067671
1 0.031755 0.207517 -0.256185 1.358359 -0.016475 0.075790
1 0.030990 0.207506 -0.270725 1.489526 -0.021175 0.075331
1 0.032610 0.208083 -0.279735 1.559241 -0.029055 0.096022
1 0.022530 0.191462 -0.284160 1.598509 -0.040445 0.146166
1 0.013395 0.206242 -0.287920 1.621369 -0.037970 0.142732
1 -0.000475 0.210582 -0.278020 1.559058 -0.038305 0.141978
1 -0.014100 0.167193 -0.262960 1.488351 -0.035040 0.148597
1 -0.021675 0.158453 -0.246650 1.428618 -0.032045 0.147954
1 -0.034535 0.144767 -0.223500 1.332178 -0.029940 0.150294
1 -0.048735 0.106040 -0.198210 1.265152 -0.022335 0.160533
1 -0.046810 0.107413 -0.174995 1.201339 -0.016350 0.178971
1 -0.043605 0.104043 -0.153095 1.184347 -0.011245 0.181103
1 -0.037250 0.090690 -0.130465 1.161888 -0.011275 0.181086
1 -0.028790 0.081774 -0.113270 1.165563 -0.010605 0.182942
1 -0.030925 0.090319 -0.094360 1.120399 -0.012500 0.176625
1 -0.030525 0.089593 -0.069865 1.091647 -0.006455 0.184345
1 -0.028415 0.091945 -0.042775 1.072702 0.001730 0.200475
1 -0.034155 0.107888 -0.014645 1.024020 0.005820 0.189401
1 -0.043470 0.122124 0.015440 1.027546 0.012475 0.181387
1 -0.048905 0.138656 0.047080 0.979374 0.019925 0.166484
1 -0.054800 0.145059 0.076830 0.962836 0.031165 0.175396
