class acce0mean acce0var acce1mean acce1var acce2mean acce2var gyro0mean gyro0var gyro1mean gyro1var gyro2mean gyro2var
1 -0.019165 2.316361 9.639700 1767.043927 1.732730 58.906381 -0.005175 0.165336 0.220160 0.961574 0.039990 0.130014
1 -0.001445 2.350677 9.616830 1758.494309 1.688675 55.956079 -0.006705 0.168880 0.221475 0.972810 0.037365 0.123324
1 -0.018565 2.260968 9.612640 1756.948692 1.722080 57.993625 -0.014160 0.176791 0.220955 0.967936 0.030370 0.106716
1 -0.025985 2.270581 9.629040 1762.809696 1.707115 56.999399 -0.008695 0.160794 0.220770 0.966281 0.032265 0.106017
1 -0.025745 2.271765 9.643170 1768.020724 1.681020 55.673306 -0.000845 0.143662 0.217070 0.928414 0.034835 0.112280
1 0.004305 1.905439 9.672145 1778.680241 1.670365 54.975845 0.010545 0.134986 0.216095 0.918301 0.038195 0.119951
1 -0.003355 1.902505 9.704705 1790.737702 1.650135 53.833103 0.020930 0.140952 0.216030 0.917585 0.036575 0.112471
1 0.016040 2.037830 9.731760 1800.762703 1.616495 51.528313 0.036690 0.171879 0.219910 0.956354 0.036910 0.113830
1 -0.008140 2.068101 9.777965 1818.296220 1.573640 49.259918 0.043015 0.178371 0.226415 1.016823 0.036575 0.113134
1 -0.015440 2.188525 9.765635 1813.775396 1.567655 48.766869 0.049370 0.181152 0.229710 1.047947 0.041340 0.124571
1 -0.014245 2.187415 9.757375 1810.734815 1.558555 48.151256 0.052245 0.188708 0.234110 1.089800 0.047510 0.153491
1 0.020950 1.991706 9.738940 1804.028574 1.564540 48.467880 0.047055 0.175564 0.236400 1.112264 0.050320 0.162860
1 0.016640 1.991868 9.731880 1801.425967 1.571125 48.860625 0.040700 0.177100 0.239455 1.140169 0.049375 0.161500
1 -0.001555 2.131553 9.706620 1792.185821 1.589440 50.252445 0.027840 0.178547 0.245625 1.197963 0.049135 0.161727
1 0.014365 1.883570 9.671065 1778.966461 1.625470 51.998210 0.020875 0.172632 0.247305 1.214775 0.054385 0.162527
1 0.000120 1.808078 9.633955 1765.281815 1.638040 52.811294 0.009635 0.153282 0.253325 1.263942 0.051210 0.150181
1 -0.049560 1.313194 9.612885 1757.561321 1.628580 52.160433 0.001055 0.145995 0.262000 1.337113 0.052185 0.151354
1 -0.068595 1.175149 9.629285 1763.463121 1.613495 51.144610 -0.000410 0.147722 0.264870 1.354485 0.064675 0.128512
1 -0.049920 0.909077 9.665680 1776.738089 1.606430 50.652108 -0.000440 0.147731 0.259830 1.313927 0.070140 0.136049
1 -0.030525 1.012772 9.698485 1788.814457 1.613855 51.132370 0.003870 0.143424 0.253510 1.275207 0.071300 0.139810
1 -0.033040 0.993704 9.727340 1799.480540 1.618165 51.409865 0.011630 0.154447 0.247495 1.240626 0.067420 0.131626
1 -0.037830 0.959413 9.740750 1804.440093 1.618765 51.439727 0.023330 0.174396 0.240925 1.198607 0.065160 0.130407
1 -0.074345 1.548102 9.761340 1812.164842 1.630735 52.389026 0.025745 0.166796 0.235610 1.161373 0.064735 0.130686
1 -0.069920 1.537509 9.773550 1816.664582 1.603080 51.017776 0.033535 0.184656 0.228250 1.117889 0.076220 0.187020
1 -0.054120 1.718009 9.753795 1809.428589 1.649770 53.781410 0.032585 0.184179 0.221225 1.076213 0.079030 0.199667
1 -0.015210 2.318831 9.723145 1798.178352 1.650250 53.810902 0.022050 0.189074 0.216795 1.039861 0.073625 0.192180
1 -0.005395 2.331263 9.690465 1786.079222 1.689155 56.298433 0.009800 0.191179 0.210900 0.988985 0.066230 0.185183
1 -0.002640 2.374952 9.677775 1781.303268 1.713340 57.860675 -0.004250 0.153266 0.204515 0.931453 0.061740 0.174676
1 0.017350 2.316287 9.632165 1763.975570 1.757155 60.184426 -0.008775 0.144945 0.202135 0.905308 0.058225 0.172954
1 0.045360 2.083840 9.639825 1766.771899 1.729145 58.267486 -0.014580 0.140455 0.203575 0.921710 0.051355 0.162467
1 0.059490 2.155439 9.641025 1767.210532 1.743390 59.255540 -0.018645 0.131158 0.203605 0.922050 0.043505 0.130995
1 0.059850 2.158517 9.656230 1772.725153 1.743030 59.235815 -0.017850 0.131881 0.207240 0.966539 0.037700 0.118498
1 0.059850 2.158517 9.657665 1773.251150 1.729740 58.483293 -0.013940 0.127580 0.212585 1.033620 0.038950 0.120478
1 0.095525 2.129071 9.688790 1784.712606 1.701970 56.485511 -0.006485 0.111286 0.219335 1.132089 0.046340 0.134746
1 0.125815 2.210814 9.709260 1792.199425 1.712030 57.156412 -0.000590 0.114099 0.225110 1.207381 0.050830 0.152952
1 0.132520 2.224490 9.739425 1803.234908 1.726875 58.276840 0.008880 0.123907 0.231645 1.293861 0.054955 0.170558
1 0.147845 2.161498 9.790665 1822.614179 1.673245 55.947588 0.019690 0.142537 0.239465 1.411762 0.061495 0.197997
1 0.163290 2.244698 9.798570 1825.533027 1.727120 60.402923 0.025215 0.144753 0.252295 1.570446 0.061070 0.196726
1 0.180890 2.241175 9.781330 1819.117607 1.709165 59.334857 0.030285 0.153111 0.272725 1.860613 0.058050 0.189560
1 0.156830 2.167497 9.738470 1803.518787 1.709045 59.326769 0.038590 0.186174 0.289920 2.039912 0.061715 0.208596
1 0.173230 2.376465 9.700640 1789.671461 1.680430 57.767122 0.036605 0.178888 0.303570 2.158810 0.064710 0.213890
1 0.146775 2.528052 9.673345 1779.725708 1.690010 58.281659 0.021610 0.173433 0.314080 2.241233 0.059760 0.225456
1 0.171200 2.005651 9.639945 1767.359869 1.666665 56.538971 0.015900 0.198862 0.323395 2.319894 0.057405 0.229589
1 0.177310 2.013762 9.621270 1760.520770 1.690610 57.687773 0.003680 0.192014 0.328190 2.342404 0.048880 0.177385
1 0.166300 1.872037 9.624025 1761.511933 1.683185 57.132560 -0.004505 0.217266 0.329840 2.348301 0.040235 0.158081
1 0.130025 1.286933 9.638150 1766.606253 1.672650 56.528250 -0.003835 0.214353 0.325320 2.328373 0.039870 0.158392
1 0.123080 1.272064 9.659460 1774.401417 1.640570 54.388681 -0.002980 0.210342 0.318390 2.305613 0.039750 0.158632
1 0.095545 1.114581 9.663650 1775.964291 1.644760 54.707384 -0.002825 0.209901 0.310785 2.281270 0.037580 0.159225
1 0.087405 1.101256 9.687835 1784.944145 1.633985 53.991458 -0.000655 0.211827 0.299390 2.221198 0.037735 0.159099
1 0.073040 1.143466 9.702680 1790.495277 1.635780 54.095870 0.004875 0.215342 0.286130 2.135240 0.037370 0.159586
1 0.049935 1.109756 9.720395 1797.102102 1.613875 52.638741 0.009030 0.224800 0.274615 2.059319 0.034255 0.160687
1 0.002050 1.607471 9.732485 1801.617078 1.623095 53.178877 0.006525 0.224363 0.261850 1.951307 0.033770 0.160857
1 -0.006810 1.654104 9.749605 1808.016567 1.650270 54.873962 0.005335 0.224429 0.245845 1.820094 0.033805 0.160931
1 0.001810 1.801101 9.730090 1800.742345 1.681155 57.137418 0.005275 0.224385 0.227520 1.638371 0.023845 0.151665
1 -0.024765 1.683401 9.710215 1793.469253 1.680795 57.111994 0.007015 0.230495 0.212155 1.496916 0.012300 0.136727
1 -0.042960 1.723981 9.676695 1781.249300 1.656855 55.389790 -0.003860 0.225288 0.195265 1.342532 -0.002515 0.135420
1 -0.074325 2.041668 9.616960 1758.846026 1.717910 58.224405 -0.016535 0.212278 0.175595 1.137233 -0.013820 0.108036
1 -0.088810 1.951207 9.599480 1752.452129 1.695880 56.122253 -0.023435 0.212720 0.158365 0.951734 -0.013910 0.107771
1 -0.091445 1.934580 9.599000 1752.276729 1.703420 56.539643 -0.028200 0.203773 0.137780 0.655931 -0.012325 0.110853
1 -0.094200 1.954252 9.616120 1758.336471 1.709525 56.965803 -0.042400 0.178744 0.125870 0.503002 -0.025365 0.089967
1 -0.119340 1.708143 9.631440 1763.809210 1.738495 58.547217 -0.047410 0.173544 0.119520 0.426938 -0.029550 0.083803
1 -0.104020 1.560448 9.646525 1769.233656 1.766385 60.459442 -0.042800 0.156756 0.117380 0.402176 -0.024450 0.073103
1 -0.061405 1.812363 9.671185 1778.277324 1.744715 59.235328 -0.034435 0.129346 0.114910 0.373554 -0.018250 0.072748
1 -0.060690 1.815601 9.683155 1782.627720 1.792120 62.854091 -0.030980 0.119462 0.116680 0.387255 -0.021120 0.067836
1 -0.063685 1.792424 9.695965 1787.314398 1.790925 62.769104 -0.019985 0.098451 0.122120 0.424406 -0.015440 0.074496
1 -0.089545 2.006410 9.718955 1795.943766 1.795595 63.024952 -0.012960 0.089704 0.130670 0.479324 -0.008050 0.089745
1 -0.083320 2.020596 9.734635 1801.909040 1.815225 64.230571 -0.008105 0.078086 0.134485 0.488544 0.006855 0.149294
1 -0.066560 2.050393 9.724460 1798.139498 1.819770 64.590567 -0.008290 0.078614 0.138700 0.497821 0.012780 0.156916
1 -0.074940 2.089331 9.693690 1786.797743 1.845390 66.435075 -0.009665 0.076936 0.140900 0.502054 0.018095 0.164479
1 -0.069790 2.056787 9.661370 1774.936789 1.837010 65.973156 -0.011620 0.072848 0.139040 0.500678 0.020995 0.163658
1 -0.076495 2.125149 9.638745 1766.540428 1.831260 65.656677 -0.020325 0.068478 0.134885 0.498135 0.020295 0.164953
1 -0.080925 2.262969 9.616720 1758.398435 1.855080 67.356226 -0.029090 0.105892 0.130760 0.489982 0.016750 0.171799
1 -0.062250 2.240581 9.590025 1748.514684 1.857595 67.541867 -0.034250 0.118899 0.125660 0.489944 0.013815 0.168912
1 -0.090505 1.976488 9.582245 1745.697237 1.842270 66.329014 -0.041400 0.133602 0.118330 0.490794 0.012350 0.174198
1 -0.095775 2.019416 9.585960 1747.033707 1.851845 67.037333 -0.051355 0.130309 0.107305 0.503314 0.012105 0.175034
1 -0.101405 2.084898 9.610385 1755.853811 1.862020 67.709454 -0.050375 0.127002 0.097560 0.516089 0.015100 0.161085
1 -0.082610 1.801281 9.641030 1766.991754 1.873510 68.572174 -0.044295 0.117655 0.084730 0.546551 0.016660 0.158708
1 -0.091350 1.827799 9.665690 1776.080574 1.858785 67.388259 -0.037545 0.117101 0.070465 0.570133 0.011345 0.154892
1 -0.102605 1.819156 9.680655 1781.633541 1.868840 68.012337 -0.031955 0.129541 0.051835 0.591415 0.006460 0.152058
1 -0.098055 1.790002 9.700165 1788.821868 1.856030 67.156486 -0.023160 0.125892 0.030635 0.596131 0.007955 0.147471
1 -0.114815 1.906838 9.716685 1794.930884 1.849090 66.718275 -0.018670 0.129403 0.005650 0.604783 0.005815 0.149880
1 -0.131455 2.075663 9.722550 1797.088094 1.871000 68.652224 -0.015675 0.127439 -0.020615 0.592676 0.004840 0.150380
1 -0.157910 1.744992 9.715490 1794.450097 1.896860 70.149729 -0.008895 0.145939 -0.048505 0.599784 0.005730 0.152805
1 -0.128340 2.241953 9.717050 1795.025387 1.854240 66.823796 -0.000590 0.160784 -0.073120 0.625491 0.002155 0.156072
1 -0.151325 2.299378 9.690710 1785.531917 1.892545 70.110335 -0.004680 0.157490 -0.097890 0.637703 -0.013695 0.202362
1 -0.132650 2.093616 9.663890 1775.504418 1.915890 71.645726 -0.004375 0.157998 -0.122870 0.629590 -0.024720 0.195477
1 -0.150365 2.132713 9.625700 1761.313075 1.942830 73.795464 -0.004650 0.158155 -0.138875 0.660516 -0.043655 0.149080
1 -0.160540 2.086183 9.618760 1758.788029 1.933015 73.041102 0.000300 0.153425 -0.153565 0.681428 -0.054650 0.155937
1 -0.166885 2.151858 9.631210 1763.287932 1.919365 71.995571 -0.000340 0.153171 -0.165535 0.698005 -0.066075 0.165869
1 -0.164255 2.143913 9.642105 1767.193753 1.946180 73.666480 0.000820 0.155203 -0.174790 0.726563 -0.068460 0.165638
1 -0.153480 2.053443 9.646295 1768.717856 1.954800 74.148812 0.008700 0.156231 -0.179430 0.737132 -0.067425 0.164046
1 -0.116730 1.389378 9.655390 1772.032550 1.925235 72.113026 0.020520 0.119291 -0.184650 0.743041 -0.064890 0.158556
1 -0.132290 1.386997 9.666760 1776.171251 1.912305 71.214101 0.028460 0.107215 -0.185905 0.745435 -0.065655 0.158813
1 -0.126660 1.389266 9.674420 1778.943580 1.914220 71.355144 0.036585 0.092532 -0.183185 0.741771 -0.061070 0.148693
1 -0.113490 1.324313 9.692495 1785.600007 1.885010 69.426794 0.051765 0.126530 -0.179980 0.729993 -0.053280 0.146717
1 -0.098885 1.207099 9.729125 1799.713780 1.865135 68.191764 0.059615 0.126095 -0.177200 0.720166 -0.046960 0.141637
1 -0.115050 1.433540 9.730560 1800.253446 1.864300 68.125505 0.060255 0.126695 -0.174695 0.705211 -0.045130 0.141557
1 -0.120315 1.478685 9.717275 1795.298485 1.904525 71.768489 0.070025 0.188380 -0.171395 0.686936 -0.036365 0.160905
1 -0.098045 1.594453 9.683395 1782.985025 1.851015 69.378922 0.078270 0.250561 -0.165865 0.654184 -0.032580 0.161764
1 -0.133120 2.246386 9.651435 1771.367272 1.833775 68.433632 0.072495 0.247170 -0.157830 0.613347 -0.037530 0.183375
1 -0.162805 3.002346 9.623305 1761.091572 1.842155 68.967840 0.065560 0.249778 -0.146380 0.551291 -0.041165 0.195528
1 -0.156820 2.916555 9.603075 1753.762696 1.772960 64.161633 0.062685 0.251992 -0.137220 0.495301 -0.038935 0.195707
1 -0.173940 3.000259 9.576855 1744.307762 1.743150 62.474986 0.049800 0.250066 -0.125855 0.419486 -0.043610 0.189608
1 -0.236430 2.765148 9.574935 1743.599451 1.741115 62.351987 0.035015 0.263355 -0.118070 0.359899 -0.042265 0.187305
1 -0.230205 2.709028 9.605585 1754.706137 1.691075 58.277740 0.029820 0.278830 -0.111050 0.307004 -0.031425 0.134598
1 -0.235110 2.735165 9.622345 1760.907070 1.651930 55.932368 0.025360 0.279111 -0.105615 0.266256 -0.028800 0.127474
1 -0.238705 2.773057 9.645810 1769.488920 1.597220 52.141028 0.025180 0.279258 -0.104240 0.255481 -0.026295 0.117116
1 -0.268035 3.096662 9.650955 1771.356912 1.588720 51.544140 0.021790 0.280556 -0.105095 0.262086 -0.024525 0.109397
1 -0.272225 3.156796 9.671550 1779.071459 1.569210 50.294991 0.024905 0.284728 -0.110900 0.311997 -0.015055 0.092991
1 -0.276535 3.171774 9.720750 1797.886311 1.498220 47.069165 0.026985 0.290960 -0.115725 0.354609 -0.009985 0.098371
1 -0.311735 3.801704 9.746610 1807.599033 1.557480 52.044179 0.018585 0.291914 -0.119605 0.377131 -0.008275 0.097417
1 -0.286475 3.980096 9.746610 1807.599033 1.595070 54.780560 0.021760 0.301000 -0.130605 0.462203 -0.001585 0.106795
1 -0.295575 4.065435 9.736435 1803.892088 1.574960 53.634813 0.028265 0.328685 -0.139185 0.513187 0.000435 0.106870
1 -0.297970 4.060569 9.714410 1796.049709 1.577715 53.844726 0.020170 0.343081 -0.148500 0.551064 -0.007445 0.135593
1 -0.302280 4.064999 9.687835 1786.354305 1.622130 57.073614 0.006300 0.303891 -0.156560 0.596805 -0.016730 0.144338
1 -0.312335 4.123352 9.626900 1763.461558 1.654815 59.287600 -0.001520 0.303397 -0.160925 0.615175 -0.026045 0.163519
1 -0.303475 3.976912 9.610380 1757.344818 1.627640 57.423516 -0.004235 0.302768 -0.161995 0.620980 -0.030715 0.169195
1 -0.295095 3.918542 9.602715 1754.548404 1.573410 52.785173 -0.020360 0.239451 -0.166635 0.649243 -0.041925 0.155511
1 -0.308025 3.798046 9.625940 1762.894385 1.626205 55.157061 -0.035660 0.164114 -0.173080 0.689759 -0.046445 0.155726
1 -0.276780 3.180482 9.654550 1773.257600 1.655895 56.944812 -0.033580 0.162719 -0.180595 0.726164 -0.041345 0.133857
1 -0.232130 2.320207 9.685075 1784.435439 1.632550 55.587310 -0.026800 0.161094 -0.188840 0.759742 -0.037555 0.121421
1 -0.238475 2.411114 9.713805 1794.936401 1.644280 56.136405 -0.018950 0.172035 -0.192475 0.773572 -0.039360 0.120976
1 -0.221595 2.329146 9.741100 1804.783212 1.650505 56.431266 -0.011165 0.158428 -0.198005 0.796851 -0.039695 0.121211
1 -0.220280 2.301957 9.742660 1805.357972 1.659365 56.992513 0.002275 0.140376 -0.197605 0.795159 -0.038350 0.120345
1 -0.234645 2.478403 9.768395 1815.255523 1.636500 55.794521 0.011380 0.127960 -0.194245 0.784340 -0.034135 0.125228
1 -0.197295 2.762858 9.775580 1817.980406 1.657805 56.920015 0.016055 0.128197 -0.194215 0.784185 -0.027905 0.130399
1 -0.176105 2.686519 9.775220 1817.845518 1.702575 59.839539 0.018620 0.128595 -0.190305 0.762495 -0.024425 0.124331
1 -0.127025 2.522746 9.762050 1813.109339 1.687015 58.899802 0.027570 0.145079 -0.189055 0.753249 -0.018925 0.116298
1 -0.120200 2.429989 9.708415 1793.735329 1.686535 58.873011 0.024670 0.140962 -0.184105 0.709774 -0.028395 0.132630
1 -0.134085 2.583386 9.647600 1770.759058 1.726160 60.162778 0.012970 0.150762 -0.183375 0.702234 -0.037920 0.139104
1 -0.132165 2.522849 9.614080 1758.265138 1.694555 57.171387 0.009670 0.166505 -0.186980 0.733467 -0.042195 0.145610
1 -0.153475 2.345344 9.607855 1755.988780 1.657440 54.469934 0.000690 0.161390 -0.185205 0.713406 -0.047115 0.134839
1 -0.147730 2.282145 9.612645 1757.724807 1.669050 55.090112 -0.011985 0.137950 -0.188535 0.748711 -0.049530 0.134900
1 -0.148330 2.281823 9.638620 1767.019876 1.632295 52.794958 -0.007800 0.124248 -0.193945 0.802062 -0.041715 0.106870
1 -0.149170 2.284671 9.649990 1771.100153 1.588000 49.573573 -0.007495 0.123467 -0.198805 0.854333 -0.038875 0.097034
1 -0.147730 2.270895 9.681595 1782.602553 1.562860 47.791622 -0.005540 0.119039 -0.207575 0.936539 -0.035850 0.083290
1 -0.144020 2.227027 9.702545 1790.393604 1.567645 48.077724 -0.002945 0.119523 -0.218725 1.050377 -0.035975 0.083680
1 -0.154795 2.315632 9.724335 1798.461681 1.570280 48.248883 0.003960 0.120994 -0.226085 1.129683 -0.036005 0.083778
1 -0.171435 2.361987 9.742055 1805.115427 1.523710 46.035783 0.011750 0.135392 -0.230270 1.173297 -0.039090 0.093351
1 -0.216810 3.524211 9.755940 1810.377898 1.520360 45.797973 0.010710 0.135752 -0.231705 1.185231 -0.043640 0.111884
1 -0.213340 3.523871 9.753665 1809.519503 1.526225 46.099431 0.012850 0.142695 -0.234025 1.204260 -0.043155 0.111126
1 -0.174310 3.471714 9.739780 1804.363328 1.573635 49.448670 0.011265 0.136625 -0.242850 1.280977 -0.046480 0.117085
1 -0.185205 3.499632 9.730325 1800.885062 1.564420 49.021758 0.013800 0.142519 -0.248925 1.334135 -0.057050 0.170363
1 -0.182810 3.453490 9.712365 1794.385027 1.589080 50.918371 0.007385 0.133302 -0.258210 1.405359 -0.065325 0.198263
1 -0.187360 3.544189 9.670705 1778.622844 1.613145 52.193040 0.003810 0.130260 -0.271615 1.500536 -0.073540 0.201345
1 -0.231655 3.330465 9.640535 1767.451353 1.628230 53.210322 0.001885 0.128003 -0.280105 1.571515 -0.077755 0.194073
1 -0.241470 3.320187 9.623655 1761.238166 1.577115 49.998835 0.000355 0.127083 -0.294520 1.709314 -0.076195 0.194656
1 -0.276425 3.231825 9.638025 1766.416745 1.583460 50.360103 -0.012320 0.121886 -0.300840 1.767512 -0.080015 0.197238
1 -0.276665 3.234381 9.673460 1778.964225 1.596985 51.188179 -0.017665 0.131486 -0.308050 1.835655 -0.075585 0.181146
1 -0.289475 3.508692 9.692015 1785.660586 1.606680 51.697034 -0.013480 0.115688 -0.307805 1.833281 -0.072380 0.171127
1 -0.262780 2.980192 9.709130 1791.925170 1.571725 49.310740 -0.006820 0.093153 -0.307655 1.831811 -0.067675 0.165058
1 -0.296180 3.423778 9.730440 1799.841759 1.585615 50.195403 -0.003400 0.087565 -0.303260 1.794035 -0.067490 0.165121
1 -0.306475 3.552665 9.760010 1810.957168 1.578795 49.816923 0.006525 0.094859 -0.292115 1.713182 -0.064800 0.165445
1 -0.328980 3.740954 9.764320 1812.550522 1.599510 50.980105 0.015475 0.112204 -0.278490 1.626154 -0.064340 0.165335
1 -0.344660 3.891833 9.800355 1826.155512 1.575925 49.904192 0.026350 0.132390 -0.260010 1.530770 -0.061530 0.162081
1 -0.348015 3.925172 9.794010 1823.783854 1.550785 48.627248 0.032730 0.138750 -0.243940 1.428628 -0.057440 0.155320
1 -0.351845 3.969080 9.772460 1815.778772 1.592565 51.902995 0.036030 0.146892 -0.225645 1.294920 -0.050445 0.152983
1 -0.342150 3.888999 9.740735 1804.160925 1.560120 50.182848 0.041740 0.176483 -0.207690 1.177339 -0.042595 0.151986
1 -0.339755 3.869533 9.709965 1792.767123 1.586335 51.213819 0.036880 0.162110 -0.192055 1.085120 -0.038990 0.141573
1 -0.305755 2.852712 9.675610 1780.023877 1.558800 49.602117 0.034865 0.165370 -0.179805 1.035138 -0.036635 0.129896
1 -0.331610 3.081390 9.648675 1770.170577 1.561675 49.759729 0.027105 0.157935 -0.169605 0.982439 -0.037395 0.131178
1 -0.353160 2.953108 9.646640 1769.427438 1.504690 45.950416 0.020565 0.154297 -0.161600 0.909059 -0.033885 0.125082
1 -0.345255 2.926076 9.648195 1769.994844 1.517380 46.557429 0.014155 0.149391 -0.156285 0.860011 -0.023010 0.071086
1 -0.339150 2.831146 9.665675 1776.320054 1.456205 42.734945 0.016480 0.148906 -0.155495 0.851113 -0.021365 0.061049
1 -0.364410 3.627453 9.684350 1783.214714 1.431185 41.411372 0.015715 0.149600 -0.152290 0.814569 -0.025550 0.083761
1 -0.413615 5.212640 9.708535 1792.110178 1.396710 39.339627 0.014220 0.149928 -0.148445 0.774314 -0.030830 0.095207
1 -0.446535 5.728162 9.738345 1803.231368 1.416700 40.354531 0.018225 0.156182 -0.142060 0.690955 -0.030830 0.095207
1 -0.457190 5.891506 9.768030 1814.444925 1.401615 39.543205 0.031050 0.161424 -0.138060 0.649147 -0.028230 0.091928
1 -0.494185 6.821806 9.788265 1822.055748 1.395390 39.141512 0.040180 0.157925 -0.133725 0.601730 -0.027130 0.090255
1 -0.448335 6.463191 9.782160 1819.823347 1.353730 37.468659 0.054505 0.208110 -0.135650 0.622344 -0.024715 0.087903
1 -0.463780 6.693907 9.778210 1818.357362 1.353730 37.468659 0.055085 0.207752 -0.140810 0.685005 -0.034335 0.120004
1 -0.457915 6.553544 9.759535 1811.401816 1.322005 35.659120 0.055545 0.207659 -0.150610 0.793555 -0.043405 0.149666
1 -0.484250 7.260160 9.720025 1796.706607 1.356360 37.960755 0.046870 0.197808 -0.158455 0.842359 -0.048110 0.153084
1 -0.485805 7.287615 9.701470 1789.950871 1.344265 37.234119 0.040120 0.179225 -0.164750 0.865668 -0.045940 0.154772
1 -0.477305 7.183873 9.659810 1774.307427 1.356000 37.719406 0.030990 0.156173 -0.173180 0.876981 -0.043740 0.156553
1 -0.485685 7.304219 9.654065 1772.186212 1.368810 38.312037 0.024610 0.149790 -0.182650 0.913575 -0.042790 0.156867
1 -0.505675 7.718024 9.655145 1772.578829 1.313145 34.231122 0.015140 0.149523 -0.185580 0.917278 -0.046240 0.153193
1 -0.531770 8.095790 9.666520 1776.653995 1.308475 34.050382 0.004360 0.114892 -0.197825 0.970110 -0.045815 0.154545
1 -0.541710 8.202690 9.680890 1781.882269 1.296745 33.514757 0.000545 0.116566 -0.206680 0.998282 -0.037265 0.171432
1 -0.531535 8.082536 9.712495 1793.570450 1.277110 32.724721 0.004910 0.113897 -0.209645 0.999236 -0.027615 0.169820
1 -0.534170 8.134741 9.755235 1809.469571 1.265975 32.144644 0.007415 0.111156 -0.204420 1.004817 -0.024075 0.167709
1 -0.544465 8.200540 9.776780 1817.500383 1.269445 32.304169 0.013495 0.113583 -0.194495 0.985690 -0.024775 0.168153
1 -0.577390 8.628702 9.790425 1822.558568 1.247655 31.330180 0.023695 0.136826 -0.184935 0.954940 -0.020745 0.172125
1 -0.554045 8.551137 9.815565 1832.076823 1.235205 30.912792 0.025465 0.139324 -0.175065 0.886324 -0.010020 0.159606
1 -0.523275 7.660447 9.823585 1835.121062 1.244420 31.345771 0.024030 0.141912 -0.166850 0.830461 0.001250 0.129952
1 -0.461980 5.994894 9.823825 1835.211620 1.286200 33.991004 0.025130 0.141475 -0.162725 0.800545 0.010535 0.124068
1 -0.427145 5.477076 9.788630 1822.163090 1.278660 33.568771 0.024550 0.139784 -0.150875 0.732545 0.003875 0.136285
1 -0.423075 5.403744 9.738350 1803.584981 1.294100 34.405175 0.019480 0.121958 -0.152675 0.749732 -0.001195 0.148000
1 -0.412060 5.011005 9.697645 1788.603342 1.289550 34.130207 0.011235 0.121865 -0.136090 0.707387 -0.001380 0.148223
1 -0.445940 5.116643 9.689505 1785.671698 1.335640 36.068329 -0.010205 0.105765 -0.117245 0.632823 0.001120 0.150574
1 -0.453720 5.305233 9.679570 1782.037744 1.351800 37.057977 -0.015825 0.119803 -0.092200 0.526218 0.014130 0.123835
1 -0.451565 5.260537 9.676460 1780.905953 1.359820 37.439090 -0.022455 0.136522 -0.075860 0.385956 0.026315 0.097729
1 -0.413135 4.412337 9.690230 1785.887296 1.337435 35.832636 -0.023400 0.138945 -0.062360 0.330204 0.035140 0.104512
1 -0.414335 4.435017 9.709505 1792.911150 1.331330 35.510114 -0.025905 0.140981 -0.054480 0.304396 0.034130 0.103422
1 -0.424510 4.567284 9.722315 1797.572608 1.355750 36.873456 -0.026730 0.142081 -0.047120 0.289629 0.033245 0.102379
1 -0.428820 4.651530 9.725905 1798.894561 1.350720 36.625007 -0.023800 0.141280 -0.038505 0.251065 0.031990 0.102308
1 -0.410625 4.259054 9.741825 1804.787767 1.344615 36.328361 -0.018090 0.133319 -0.035450 0.246458 0.032265 0.102209
1 -0.388960 3.901875 9.750205 1807.854746 1.380410 38.155659 -0.014185 0.135328 -0.025675 0.191475 0.024935 0.100225
1 -0.414695 4.552825 9.772230 1816.184944 1.359820 37.484429 -0.016875 0.143411 -0.011170 0.172775 0.013605 0.091824
1 -0.447855 5.256263 9.778815 1818.719767 1.395735 39.156863 -0.017910 0.142624 -0.001365 0.192489 0.012230 0.087627
1 -0.402840 5.117829 9.746010 1806.387935 1.488035 46.930391 -0.018645 0.142872 -0.004880 0.187764 0.013575 0.089349
1 -0.372435 5.158853 9.726500 1799.098619 1.498570 47.468975 -0.015835 0.154141 -0.000910 0.200618 0.011955 0.092002
1 -0.376745 5.280700 9.699925 1789.381003 1.525265 48.701061 -0.024355 0.128341 0.005960 0.221028 0.004380 0.095746
1 -0.379140 5.269487 9.661855 1775.154921 1.551485 49.708938 -0.027745 0.125412 0.018540 0.241703 0.002575 0.091481
1 -0.362980 5.099648 9.641385 1767.479965 1.586085 51.918301 -0.027805 0.125549 0.032225 0.263151 0.002700 0.091720
1 -0.359745 5.094396 9.630610 1763.455654 1.541310 49.163806 -0.027105 0.125848 0.052260 0.303171 -0.001425 0.085777
1 -0.382010 5.316696 9.639230 1766.562838 1.550050 49.652832 -0.033825 0.125143 0.066615 0.365057 0.005325 0.073709
1 -0.366205 5.155962 9.656470 1772.709041 1.524675 48.391814 -0.037670 0.124891 0.088510 0.321943 0.014365 0.067022
1 -0.342620 4.638480 9.677660 1780.344854 1.524555 48.384842 -0.038925 0.129511 0.088880 0.323336 0.018520 0.068456
1 -0.310055 4.513126 9.699925 1788.489668 1.538800 49.321403 -0.024115 0.102306 0.089525 0.325534 0.023745 0.089292
1 -0.281805 4.050952 9.719560 1795.746813 1.471400 46.596974 -0.010735 0.110533 0.090900 0.333676 0.023805 0.089480
1 -0.279290 4.002622 9.741825 1804.017740 1.496660 48.127122 -0.005420 0.094217 0.103205 0.364585 0.022430 0.086489
1 -0.279890 4.006969 9.762295 1811.700374 1.498575 48.248301 0.006185 0.113402 0.113435 0.415810 0.018585 0.075796
