ElapsedTime	Mode0	Mode1	Acce0	Acce1	Acce2	Gyro0	Gyro1	Gyro2	Step
52	Stop	Left	-0.1484	9.7136	0.9601	-0.0928	0.2193	0.0122	0.0
68	Stop	Left	0.6249	9.7016	1.2857	0.0270	0.1253	0.1130	0.0
118	Stop	Left	-0.7183	9.6202	1.7358	-0.1019	0.3159	0.0219	0.0
185	Stop	Left	0.4525	9.8309	1.0942	0.0270	0.3501	0.1472	0.0
251	Stop	Left	0.2394	9.7854	0.6345	-0.1746	0.4301	0.0122	0.0
301	Stop	Left	-0.1772	9.7495	2.4709	-0.3719	0.8455	0.0604	0.0
367	Stop	Left	-0.0718	9.6130	1.2474	0.1125	0.0685	0.0225	0.0
433	Stop	Left	0.4980	9.6609	2.2027	-0.0048	0.2548	0.0598	0.0
483	Stop	Left	0.2562	9.6489	1.8388	-0.0280	0.2206	0.0116	0.0
551	Stop	Left	-0.1820	9.7495	2.5595	-0.0170	0.2749	-0.0037	0.0
617	Stop	Left	-0.1389	9.6130	1.4845	0.1546	0.1027	-0.0129	0.0
666	Stop	Left	-0.0910	9.6633	2.0256	0.1186	0.2743	0.0274	0.0
732	Stop	Left	-0.1389	9.5891	1.7358	0.0105	0.1277	-0.0068	0.0
783	Stop	Left	0.1939	9.8884	2.0064	0.0343	0.4002	0.0488	0.0
849	Stop	Left	0.6800	9.6777	1.2211	0.1326	0.1442	0.0421	0.0
915	Stop	Left	-0.1437	9.6609	2.0471	-0.0066	0.2700	-0.0544	0.0
965	Stop	Left	-0.6034	9.7136	1.6137	0.0526	0.1259	-0.0062	0.0
1031	Stop	Left	0.3567	9.7303	1.4964	-0.0085	0.1809	0.0574	0.0
1081	Stop	Left	-0.7303	9.6920	1.9537	-0.0078	0.1674	-0.0410	0.0
1149	Stop	Left	-0.3615	9.6848	1.9585	0.0031	0.2523	0.0739	0.0
1216	Stop	Left	-0.1987	9.6417	1.2666	0.0209	0.1473	0.0195	0.0
1266	Stop	Left	-0.6153	9.6417	2.0256	-0.0030	0.2700	0.0415	0.0
1333	Stop	Left	0.3304	9.8812	1.2977	0.0850	0.2010	0.1062	0.0
1384	Stop	Left	-0.5603	9.9219	1.9011	-0.0243	0.2878	0.0103	0.0
1446	Stop	Left	-0.1556	9.6274	1.5252	0.0105	0.2432	0.0390	0.0
